entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermContractWorkInProgressLiabilities,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29630003,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,18523.0,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,72138.0,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,4575031.0,4692700.0,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,86264.0,300908.0,299373.0,Roskilde,566681.0,2016-07-01,2017-06-30,25473.0,43996.0,45531.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,24987.0,18523.0,+45 46 32 59 52,3897099.0,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630003,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,25473.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630003,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,8026944.0,1094650.0,138888.0,371233.0,246108.0,804002.0,114283.0,8026944.0,7222942.0,146950.0,261233.0,146950.0,601549.0,5034482.0,114283.0,665114.0,35738.0,6110178.0,7222942.0,7765711.0,96000.0,475477.0,923238.0,,,,,
29630003,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,138888.0,,,,,,,,,,,,,,,,,,,,,,
29630003,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,665114.0,,,,,,,,,,,,,,,,,,,,,,
29630003,2017-07-01,2017-07-01,c456,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,502487.0,616770.0,,,
29630003,2017-07-01,2017-07-01,c579,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,146950.0,,
29630003,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,118332.0,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,56247.0,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,4140603.0,4672615.0,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,52833.0,317637.0,339025.0,Roskilde,536235.0,2016-07-01,2017-06-30,378821.0,497153.0,475765.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,19994.0,118332.0,+45 46 32 59 52,3531541.0,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29630003,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,378821.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630003,2017-07-01,2018-06-30,c254,,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVkL2VhL2VlL2EyYjEtNGFmYi1hM2ZhLTE0MmRmMjA0NzliMg.pdf,http://regnskaber.virk.dk/30003692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2FmLzFiLzNhLzRhMzMtNGEzNi1iNGIyLTg3Mzk3NjY3NTEyZA.xml,true,20000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Roskilde,4000.0,45-47,KÃ¸benhavnsvej,4000 Roskilde,Algade 55 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Hartvig Consult ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-10,2006-06-28,2018-12-10,,56247.0,Statsautoriseret revisor,judith@jhaccount.dk,,,www.hartvigconsult.dk,20222670.0,29630003.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Hartvig Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Peter Kroghave Hartvig,Peter Kroghave Hartvig,Nykredit Bank,Hartvig Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Roskilde,,2016-07-01,2017-06-30,378821.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-10,KÃ¸benhavn,,,+45 46 32 59 52,,urn:ofk:oid:26443189,indberetninger-20180424,2.5118406,29630003.0,AWecLteqet7j816DxX2i,2018-12-11T07:33:46.529Z,2018-12-11T07:32:53.096Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-87-HA,2018-12-11T07:32:53.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
