entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables,NameOfAuditFirm
32942199,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-292801.0,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,-506971.0,1618814.0,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,54327.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,-48971.0,0.0,56406.0,0.0,2079.0,KÃ¸benhavn,875448.0,1168249.0,1111843.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,-292801.0,Andre erklÃ¦ringer uden sikkerhed,-458000.0,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,
32942199,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,375448.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,
32942199,2013-01-01,2013-12-31,c6,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,
32942199,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,3199418.0,194359.0,200000.0,3199418.0,2794288.0,3199418.0,405130.0,270607.0,142000.0,500000.0,2094288.0,405130.0,3723.0,3005059.0,1571059.0,130800.0,1292000.0,
32942199,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,200000.0,,,,,,,,,,,,,
32942199,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,2094288.0,,,,,,,,,,,,,
32942199,2014-01-01,2014-01-01,c161,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,500000.0,,,,,,,,,,,,,
32942199,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-174195.0,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,-550602.0,1193648.0,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,66113.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,-62449.0,-10966.0,66113.0,-10966.0,0.0,KÃ¸benhavn,523998.0,698193.0,643046.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,-174195.0,Andre erklÃ¦ringer uden sikkerhed,-488153.0,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
32942199,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,23998.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,
32942199,2014-01-01,2014-12-31,c162,,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzRjL2JhLzJmLzQ1NTAtNGZmNi1iOGNmLWE4MGRjMTRmYWI5Nw.pdf,http://regnskaber.virk.dk/99124923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2IxL2FiLzdmLzg1OTktNDdlNS1iYTZiLTEwMjExMTBmNGQwNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900  Hellerup,Strandvejen 64E,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i CFO Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-17,2010-06-01,2015-04-17,Statsautoriseret revisor,-500000.0,,,32942199.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for CFO Consulting ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,SÃ¸ren Leopold,SÃ¸ren Leopold,CFO Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2014-12-31,2014-01-01,2015-04-17,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5130308,indberetninger-20180424,2.5124327999999996,32942199,,2018-03-30T10:39:43.297Z,2015-04-17T13:43:15.533Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-79-BZ,2015-04-17T13:43:15.568Z,,,,,,,,,,,,,,,,,,
