entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
34460272,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,182199.0,219346.0,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,3884.0,544.0,Hedehusene,2016-01-01,2016-12-31,26302.0,33807.0,37147.0,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,7505.0,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,,,,,,,,,,,,,,
34460272,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,26302.0,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,,,,,,,,,,,,,,
34460272,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,247431.0,119506.0,137931.0,247431.0,0.0,174735.0,112487.0,247431.0,72696.0,112487.0,64232.0,0.0,36804.0,72696.0,15438.0,0.0,7505.0,959.0,15438.0
34460272,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,182241.0,,,,,,,,,,,,,
34460272,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,80000.0,,,,,,,,,,,,,
34460272,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,44310.0,,,,,,,,,,,,,
34460272,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,57931.0,,,,,,,,,,,,,
34460272,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,350740.0,337892.0,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,10292.0,2126.0,Hedehusene,2016-01-01,2016-12-31,-23381.0,-21014.0,-12848.0,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,2367.0,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,,,,,,,,,,,,,,
34460272,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,,,,,,,,,,,,,,
34460272,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlhLzJjLzhhLzNiYzgtNGViNi05YjdhLTg2MmVhNTM4Njg2Ng.xhtml,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzIzL2M3LzI0LzI4NTktNDEwMy1iZmQzLWM5NzEwYmU0YWFjOA.pdf,http://regnskaber.virk.dk/27206443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiL2IyLzcyLzExNGItNDA1NC04ZThjLWY2OWNiYzg0MTE5Zg.xml,true,Valby,2500.0,ToftegÃ¥rds AllÃ©,KÃ¸benhavn V,1550.0,16.0,RÃ¥dhuspladsen,4000 Roskilde,Hersegade 20,Regnskabsklasse B,2018-05-31,2018-05-31,yan@sinodic.dk,,,34460272.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Yan Li,Yan Li,Danske Bank,SINODIC ApS,Marie Sloth,,,Hedehusene,2016-01-01,2016-12-31,-23381.0,,,2017-12-31,2017-01-01,false,false,Revision for kommende regnskabsÃ¥r er fravalgt,,31957088.0,false,false,Ingen bistand,urn:ofk:oid:25712087,indberetninger-20180424,2.5949414,34460272.0,AWPLWDKx0wkEsASktZwt,2018-06-04T15:10:00.222Z,2018-06-04T15:09:04.420Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-27-ZG,2018-06-04T15:09:04.649Z,,,,,,,,,,,,,,,,,,,
