entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31935008,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,332105.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,-922000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2016-10-01,2017-09-30,ID_8,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,589895.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,21365.0,1315441.0,2114542.0,20956.0,756780.0,777736.0,166885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2017-09-30,2017-09-30,ID_6,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,2077896.0,1481562.0,125000.0,1701911.0,-8378.0,1673302.0,154278.0,51200.0,180879.0,2077896.0,404594.0,40828.0,51200.0,375985.0,40828.0,105215.0,335157.0,922000.0,626302.0,404594.0,1003.0,169149.0,62854.0,151353.0,147023.0,114673.0,
31935008,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,555551.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,101600.0,1489996.0,2313267.0,12048.0,709623.0,721671.0,154072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2017-10-01,2018-09-30,ID_13,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,-55551.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935008,2017-10-01,2018-09-30,ID_2,,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJhLzhiLzI5L2ZmZDUtNDRiZS1iMzk5LTQzN2I0YTJmYjgxZg.pdf,http://regnskaber.virk.dk/80053913/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzUyLzVlLzFlLzRmMzYtNDAxNy05NzI4LWYzMzQ0MmM3OTUwMA.xml,true,"Herning, 7400","Ravnsbjerg Skov 9, Gjellerup",Til den daglige ledelse i FLW ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-04,2019-01-04,2009-01-12,2019-01-04,info@restaurantoveraaen.dk,29509026.0,31935008.0,29509026.0,mne2695,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for FLW ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Klejnstrup Frandsen,Frantz Nicolas Llorente Weidemann,B.F. RÃ¥dgivning Herning ApS,Danske Bank Erhverv Direkte,FLW ApS,"B.F. RÃ¥dgivning Herning ApS, registreret revisor - FSR - danske revisorer",Kolding,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Herning,75522343.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26548647,indberetninger-20180424,2.5116906,31935008.0,AWg3Jz67et7j816Dxreg,2019-01-10T09:45:59.984Z,2019-01-10T09:45:44.658Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-59-KN,2019-01-10T09:45:44.840Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
