entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables
19042642,2016-10-01,2016-10-01,c704,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,200000.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
19042642,2016-10-01,2016-10-01,c725,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,-6382587.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
19042642,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,-110594.0,,,,,,,,,,,,,,,,,,,
19042642,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,-110594.0,-11325.0,103674.0,0.0,-114999.0,-11325.0,-4405.0,,,,,,,,,,,,,
19042642,2016-10-01,2017-09-30,c726,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,-110594.0,,,,,,,,,,,,,,,,,,,
19042642,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,-6293181.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,4416.0,11.0,200000.0,4416.0,4416.0,6297597.0,3658101.0,-6493181.0,6297597.0,4405.0,2629496.0,4405.0,10000.0
19042642,2017-09-30,2017-09-30,c706,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,200000.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
19042642,2017-09-30,2017-09-30,c727,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,-6493181.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
19042642,2017-10-01,2017-10-01,c177,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,200000.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
19042642,2017-10-01,2017-10-01,c195,,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViLzk5L2Q0L2E1NmQtNDQzZi05NGM0LTg4NzNhMmMxMDdlNg.pdf,http://regnskaber.virk.dk/24624091/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2I3L2YwLzI1L2Y1ZDctNGFmNC04ZGQyLWIyMGM4YzA0MjllZg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn K,1256.0,45.0,Amaliegade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-12,2018-11-12,1996-01-22,2019-01-28,statsautoriseret revisor,info@dk.gt.com,-6493181.0,34209936.0,19042642.0,34209936.0,mne18499,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Brancor Corporate ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten MÃ¸nster,Kim Brangstrup,Kim Brangstrup,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Brancor Corporate ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-09-30,2017-10-01,2018-11-12,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26704627,indberetninger-20180424,2.5118406,19042642.0,AWkGAyWOet7j816D4JQg,2019-02-19T13:47:48.769Z,2019-02-19T13:47:42.741Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-84-FH,2019-02-19T13:47:42.909Z,,,,,,,,,,,,,,,,,,,,
