entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdministrativeExpenses,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,OpinionOnFinancialStatementsExtendedReview,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
31786517,2016-10-01,2016-10-01,c251,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,3900000.0,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2016-10-01,c720,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2016-10-01,c741,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,4333956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2016-10-01,c744,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2017-09-30,c109,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,1250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2017-09-30,c123,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,500895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,1750895.0,41694.0,1.0,49173.0,1645064.0,97390.0,236838.0,1791991.0,7479.0,41096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2017-09-30,c742,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,500895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2016-10-01,2017-09-30,c745,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,,,,,,,,,,,1250000.0,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786517,2017-09-30,2017-09-30,c253,,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc0LzBlLzQ2L2I4YzQtNDM5NS05ZDgxLWI5NGRjYjAyNjM5Mg.pdf,http://regnskaber.virk.dk/71568713/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzMyL2Y3LzE1L2M5M2MtNDMxYi1hNTAwLTk1ODNjNDAwNTFjMw.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,9.0,GrÃ¸ften,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-20,2018-12-20,2008-11-10,2018-12-21,22740.0,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,89224918.0,31786517.0,89224918.0,mne32792,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Doktor Holding ApS.,Ãrsrapport,3900000.0,848548.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Klaus Lund Kristensen,Torben Doktor,Torben Doktor,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Doktor Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2018-09-30,2017-10-01,2018-12-20,Holstebro,9610 6161,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26500330,indberetninger-20180424,2.5118406,31786517.0,AWfQ0spoet7j816DxhbT,2018-12-21T12:52:31.183Z,2018-12-21T12:52:14.115Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-ER-50-LN,2018-12-21T12:52:14.337Z,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
