entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
24849813,2017-07-01,2018-06-30,c6,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,9667.0,19633.0,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,183.0,224.0,Vodskov,2017-07-01,2018-06-30,15417.0,19674.0,19633.0,2019-06-30,2018-07-01,29300.0,false,4257.0,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,
24849813,2017-07-01,2018-06-30,c8,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,15417.0,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,
24849813,2018-06-30,2018-06-30,c10,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,852375.0,271329.0,125010.0,282375.0,838656.0,570000.0,852375.0,13719.0,570000.0,458602.0,4860.0,6000.0,570000.0,255044.0,4860.0,13719.0,6186.0,10819.0,186.0,2900.0,
24849813,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,9724.0,19576.0,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,157.0,210.0,Vodskov,2017-07-01,2018-06-30,13517.0,18027.0,19576.0,2019-06-30,2018-07-01,29300.0,false,4510.0,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,
24849813,2018-07-01,2019-06-30,c1,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,
24849813,2018-07-01,2019-06-30,c2,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,Hanne Aaen Jensen
24849813,2018-07-01,2019-06-30,c3,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,Jesper LÃ¸nstrup
24849813,2018-07-01,2019-06-30,c4,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,Helge Mariegaard Jensen
24849813,2018-07-01,2019-06-30,c5,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,Per Sahlertz
24849813,2018-07-01,2019-06-30,c7,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I0L2RhL2JhLzVhYWUtNGQ3OC04MDA3LTA3NGNhM2FhZjIwNw.xhtml,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzE5L2M4LzhhLzk0MDgtNGE5OS1iMmJmLTZlZDAzZGY3YjMyNw.pdf,http://regnskaber.virk.dk/31894842/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzAzLzU1Lzk2LzkxYzQtNDlkNC1hMTg5LTViZTg0MDYwNzhlZQ.xml,true,Vodskov,9310.0,28.0,SmÃ¸rblomstvej,9700.0,Bredgade 153,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-05,2019-10-05,,,24849813.0,1602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">hovedaktivitet er at drive skovdrift og udlejning af de arealer plantagen ejer.</p>",Carsten Riss Eriksen,Helge Mariegaard Jensen,SKYTTEPLANTAGEN ApS,Preben MÃ¸gelmose,,,Vodskov,2017-07-01,2018-06-30,13517.0,,,2019-06-30,2018-07-01,,false,,98294235.0,false,false,Ingen bistand,urn:ofk:oid:27894328,indberetninger-20180424,2.5949414,24849813.0,AW2lfhvPIXJRhhXBOTy_,2019-10-07T09:12:59.922Z,2019-10-07T09:12:47.780Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-54-VU,2019-10-07T09:12:48.062Z,,,,,,,,,,,,,,,,,,,,,
