entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
34478465,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,122451.0,339385.0,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,210820.0,279298.0,279385.0,2015-09-30,2014-10-01,461836.0,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,48000.0,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,162820.0,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,654744.0,476401.0,100000.0,654744.0,279296.0,654744.0,375448.0,315202.0,1000.0,48000.0,131296.0,375448.0,178343.0,60246.0,177343.0,
34478465,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,214161.0,-130261.0,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,-130141.0,-130141.0,-130261.0,2015-09-30,2014-10-01,83900.0,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,Poul-Erik Strandby
34478465,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,Sylvester Patrick Hansen
34478465,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,48000.0,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,-178141.0,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,,,,,,,,,,,,,,,,
34478465,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzNjLzcwL2NkL2Y0MGQtNDYwYy1iZDY0LThlNTI1YWU5ZmJhZg.xhtml,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzFiL2EwL2JjZDktNDA4Yy1hZjcxLTFlYmZhNDAzZGI5NQ.pdf,http://regnskaber.virk.dk/56487443/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzVkLzAwL2Q3L2QzOWItNGMwOS05ZTUwLTIzZDc1MjI2OWIxYw.xml,Frederikshavn,9900.0,17.0,Vegavej,9900 Frederikshavn,Vegavej 17,Regnskabsklasse B,2016-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",60000.0,,,34478465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Poul-Erik Strandby,SPORT SPACE ApS,Poul-Erik Strandby,87.0,120.0,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,68478.0,false,Ingen bistand,urn:ofk:oid:22109992,indberetninger-20180424,2.5927862999999998,34478465.0,,2018-03-29T04:44:06.434Z,2016-03-16T05:37:41.398Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-34-PH,2016-03-16T05:37:41.539Z,200191.0,177075.0,100000.0,200191.0,101155.0,200191.0,99036.0,38790.0,8511.0,48000.0,-46845.0,99036.0,23116.0,60246.0,14605.0,
