entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
24230449,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",565475.0,544668.0,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,6927.0,28.0,Helsinge,2014-01-01,2014-12-31,-21195.0,-27706.0,-20807.0,2015-12-31,2015-01-01,-6511.0,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,-21195.0,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,520098.0,106549.0,125000.0,520098.0,6511.0,209350.0,377038.0,520098.0,310748.0,377038.0,243764.0,30000.0,0.0,84350.0,310748.0,36511.0,0.0,66984.0,
24230449,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",541423.0,546699.0,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,7183.0,27.0,Helsinge,2014-01-01,2014-12-31,-1880.0,-1880.0,5276.0,2015-12-31,2015-01-01,0.0,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,Susanne Terkelsen
24230449,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,Henrik Terkelsen
24230449,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,80000.0,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,-81880.0,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,,,,,,,,,,,,,,,,,,,
24230449,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzFjLzRjL2E0L2YyMmUtNDAxZC05YzlkLWM2MmIwYTZjNThlOA.xhtml,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzgxLzA3LzFiL2UzMWMtNGJiOC1iMjhlLWQ0OTRlNWJkZTEyZA.pdf,http://regnskaber.virk.dk/94403242/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzg1LzU1L2VlLzY1OTEtNGI4MS1iNGIyLTFhOGQxZDk0MDE4NA.xml,Helsinge,3200.0,21.0,Ãstergade,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,"Regnskabsklasse B, mikrovirksomhed",2016-03-15,2016-03-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et en huslejekontrakt medÂ 6 mÃ¥neders opsigelse.</p>",,,24230449.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Terkelsen,TERKELSENS LÃDERVARER ApS,SC Plus v/SÃ¸ren Christensen,,,Helsinge,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,48794247.0,false,Ingen bistand,urn:ofk:oid:22123391,indberetninger-20180424,2.5949402000000004,24230449.0,,2018-03-29T05:44:00.455Z,2016-03-17T17:22:56.172Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-58-NC,2016-03-17T17:22:56.323Z,446887.0,85267.0,125000.0,446887.0,6511.0,207471.0,321109.0,446887.0,239416.0,321109.0,180720.0,30000.0,80000.0,2471.0,239416.0,40511.0,4000.0,58696.0,
