entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
31073022,2014-05-01,2014-05-01,c392,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,125000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
31073022,2014-05-01,2014-05-01,c416,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,-1425000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
31073022,2014-05-01,2015-04-30,c120,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,41000.0,,,,,,,,,,,,,,,,,,,,,,
31073022,2014-05-01,2015-04-30,c3,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,41000.0,32000.0,91000.0,18000.0,0.0,41000.0,59000.0,0.0,32000.0,,,,,,,,,,,,,,
31073022,2014-05-01,2015-04-30,c417,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,41000.0,,,,,,,,,,,,,,,,,,,,,,
31073022,2015-04-30,2015-04-30,c394,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,125000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
31073022,2015-04-30,2015-04-30,c4,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,-1259000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,143000.0,133000.0,125000.0,143000.0,0.0,143000.0,1402000.0,570000.0,-1384000.0,821000.0,1402000.0,10000.0,11000.0,10000.0
31073022,2015-04-30,2015-04-30,c418,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,-1384000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
31073022,2015-05-01,2015-05-01,c177,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,125000.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
31073022,2015-05-01,2015-05-01,c195,,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VhLzJjL2VhL2M5MmItNDJlYy05ZGRhLTAzYmEyNDc0NjAxOA.pdf,http://regnskaber.virk.dk/22037013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzYzL2RkL2ZhL2E1OWItNGE4ZS1iMDAwLWVhMzAzYzI1NTQ2Mw.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aars,9680.0,207.0,Hans Egedes Vej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-09-30,2016-09-30,2007-11-27,2016-09-30,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",aalborg@redmark.dk,-1384125.0,29442789.0,31073022.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Boligservice Aars ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Frank Ulrik SÃ¸rensen,Frank Ulrik SÃ¸rensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jutlander Bank,Boligservice Aars ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aars,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aars,2016-04-30,2015-05-01,2016-09-30,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23015590,indberetninger-20180424,2.5095992000000003,31073022.0,,2018-03-28T22:18:28.661Z,2016-09-30T12:59:55.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-77-TW,2016-09-30T12:59:55.485Z,,,,,,,,,,,,,,,,,,,,,,,
