entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross
32470505,2012-01-01,2012-01-01,c723,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,125000.0,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-01-01,2012-01-01,c741,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,251835.0,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,134023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,134023.0,7087.0,2071105.0,2264151.0,13610.0,-364.0,1997.0,-364.0,435700.0,188320.0,185959.0,13943.0,54297.0,1607852.0,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-01-01,2012-12-31,c742,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,134023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,510858.0,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,866389.0,407881.0,125000.0,846301.0,0.0,13000.0,7088.0,866389.0,355531.0,13000.0,20088.0,79477.0,24031.0,7088.0,385858.0,355531.0,0.0,438420.0,414389.0,46700.0,229354.0,,,
32470505,2012-12-31,2012-12-31,c722,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,125000.0,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2012-12-31,2012-12-31,c743,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,385858.0,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470505,2013-01-01,2013-01-01,c160,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14174.0,21262.0,
32470505,2013-01-01,2013-01-01,c1968,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8vcGRmcy8zMjQ3MDUwNTtBcFM0NjI2NTg7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50507423/Y3ZyLmRrOi8veGJybHMvWC1ENThBNkRCOC0yMDE0MDYwM18xNDM1MTdfOTIz.xml,120000.0,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,17.0,Dr. Neergaardsvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,2014-02-19,2014-02-19,2009-09-30,2014-06-02,42362.0,statsautoriseret revisor,,+45 4586 9014,www.chempartner.com,15915641.0,32470505.0,15915641.0,Ãrsrapport,Sten Lauritzen,Peter HalkjÃ¦r-Knudsen,Peter HalkjÃ¦r-Knudsen,Michael Xin Hui,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Chempartner Europe ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HÃ¸rsholm,HÃ¸rsholm,2013-12-31,2013-01-01,2014-02-19,KÃ¸benhavn,+45 33 30 15 15,+45 4586 9000,RevisionspÃ¥tegning,urn:ofk:oid:20431099,indberetninger-20180424,2.5124211,32470505.0,,2018-03-31T20:11:30.021Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.035,2014-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0
