entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CurrentTaxExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28684940,2014-01-01,2014-12-31,c110,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,-78000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,,,,,,,,,,,,,
28684940,2014-01-01,2014-12-31,c90,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,63000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,-22000.0,-8000.0,-44000.0,137000.0,85000.0,-8000.0,-22000.0,,,,,,,,,,,,,,,,,
28684940,2014-01-01,2014-12-31,c92,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,141000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,,,,,,,,,,,,,
28684940,2014-12-31,2014-12-31,c112,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,3568000.0,357000.0,3568000.0,67000.0,2505000.0,3568000.0,1063000.0,1053000.0,3501000.0,141000.0,2007000.0,1063000.0,3568000.0,10000.0,0.0,,
28684940,2015-01-01,2015-01-01,c252,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,357000.0,,,,,,,,,,,,
28684940,2015-01-01,2015-01-01,c273,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,2006975.0,,,,,,,,,,,,
28684940,2015-01-01,2015-01-01,c276,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,140570.0,,,,,,,,,,,,
28684940,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,24314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,-7685.0,-6999.0,-18771.0,57769.0,31999.0,-6999.0,-7685.0,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
28684940,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,,,,,,,,,,,,,Erik SÃ¸rensen
28684940,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzExLzhlLzY5LzA1YjQtNDc0NS1iZjg4LWFkMWEyYTcxODUyZg.pdf,http://regnskaber.virk.dk/04948682/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzliLzhiL2I5LzRjZDEtNGRiYi05MDA5LWUxYzRlNzE4MGFlMg.xml,1.0,HjÃ¸rring,9800.0,"15, Box 140",NÃ¸rrebro,8220 Brabrand,Sintrupvej 13,DK-9800 HjÃ¸rring,"NÃ¸rrebro 15, Box 140",Til kapitalejerne i Brabrand Sten og Grus ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-25,2005-04-15,2016-05-25,Statsautoriseret revisor,-140570.0,86244432.0,20222670.0,28684940.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Brabrand Sten og Grus ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Kristian Overmars,Brabrand Sten og Grus ApS,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,-475686.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2015-12-31,2015-01-01,2016-05-25,HjÃ¸rring,86241288.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22599339,indberetninger-20180424,2.5124277999999998,28684940.0,,2018-03-28T22:33:42.362Z,2016-06-03T12:46:30.572Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-QJ,2016-06-03T12:46:30.695Z,,,,,,,,,,,,,,,,,,,,,,,,
