entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
26443938,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",-3426.0,26443938.0,mne12086,1014670609.0,2485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,5683.0,KÃ¸benhavn S.,2016-07-01,2017-06-30,-6624.0,-6624.0,-3426.0,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2016-07-01,2017-06-30,c8,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,-6624.0,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2017-06-30,2017-06-30,c10,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,87224.0,471.0,125000.0,3816.0,-85353.0,87224.0,172577.0,83408.0,83408.0,83408.0,3345.0,-210353.0,172577.0,164361.0,2973.0,3345.0,5243.0,,
26443938,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",-3500.0,26443938.0,mne12086,1014670609.0,100223.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,6671.0,KÃ¸benhavn S.,2016-07-01,2017-06-30,90052.0,90052.0,-3500.0,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,31634466.0,REVISORTEAMET.DK ApS
26443938,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,31634466.0,REVISORTEAMET.DK ApS
26443938,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
26443938,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUzLzViL2Q1L2U0MGYtNGE0Yi1hMmM0LTk3Yjc2ODRjZDI2Mw.xhtml,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzNiLzU3LzVkLzVkNWMtNDE0OS04Y2Q3LTcyMWYzYzViYjU5ZA.pdf,http://regnskaber.virk.dk/83934462/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzFlL2RhLzkyL2Q3NjMtNGRjOC04ODI1LTk3Yjc1ZmFmYWIwOQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,KÃ¸benhavn S,2300.0,"2, 2 tv",Kurlandsgade,4100 Ringsted,Brogade 50,Til den daglige ledelse i OTA Engineering ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er kautions-, leasing- og garantiforpligtelser ud over det i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen oplyser, at der ikke er pantsÃ¦tninger og sikkerhedsstillelser, udover det i Ã¥rsrapporten anfÃ¸rte.</p>",,26443938.0,mne12086,1014670609.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Peter Hermanns,Klaus Berthelsen,Klaus Berthelsen,OTA ENGINEERING ApS,Peter Hermanns,,KÃ¸benhavn S.,2016-07-01,2017-06-30,90052.0,,,2018-06-30,2017-07-01,true,false,2018-12-10,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26447442,indberetninger-20180424,2.5955422,26443938,AWedmmQ6et7j816DxYUs,2018-12-11T14:10:06.836Z,2018-12-11T14:09:59.811Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-04-QX,2018-12-11T14:10:00.018Z,,,,,,,,,,,,,,,,,,,
