entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid
34075239,2017-06-01,2018-05-31,c2,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,5152.0,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,44085.0,468013.0,Hvalpsund,2017-06-01,2018-05-31,319315.0,418343.0,-5585.0,2019-05-31,2018-06-01,false,99028.0,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,,,,,,,,,,,,,,,
34075239,2017-06-01,2018-05-31,c4,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,100000.0,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,,,,,,,,,,,,,,,
34075239,2017-06-01,2018-05-31,c6,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,219315.0,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,,,,,,,,,,,,,,,
34075239,2018-05-31,2018-05-31,c8,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,13263639.0,1482483.0,80000.0,13263639.0,12460550.0,13263639.0,803089.0,195915.0,195915.0,11778442.0,607174.0,2714.0,100000.0,12280550.0,11778442.0,607174.0,2714.0,0.0,
34075239,2018-06-01,2018-06-01,c10,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,12280550.0,,,,,,,,,,,,,,
34075239,2018-06-01,2018-06-01,c11,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,100000.0,,,,,,,,,,,,,,
34075239,2018-06-01,2018-06-01,c12,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,12460550.0,,,,,,,,,,,,,,
34075239,2018-06-01,2018-06-01,c9,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,80000.0,,,,,,,,,,,,,,
34075239,2018-06-01,2019-05-31,c0,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,886.0,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,563255.0,568307.0,Hvalpsund,2017-06-01,2018-05-31,3264.0,4166.0,-886.0,2019-05-31,2018-06-01,false,902.0,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,,,,,,,,,,,,,,,100000.0
34075239,2018-06-01,2019-05-31,c1,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzBhLzU1LzFiL2E1ODEtNDU1Mi05ZjkxLWFmMTQ1YWFjYmFmNQ.xhtml,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzlhLzUxLzc3L2ZhMGItNDgxOC1hZjE4LTA3MzhhYTdjMThkZg.pdf,http://regnskaber.virk.dk/93257043/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzEzL2RhL2M1L2Q4OWItNDUxYS1hNzU4LWIzYzU1MGM2ODNhMw.xml,true,FarsÃ¸,9640.0,8.0,Mosevangen,9640 FarsÃ¸,Mosevangen 8 Hvalpsund,,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-25,2019-10-25,norskov@hotmail.dk,-433.0,34075239.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ove NÃ¸rskov,Ove NÃ¸rskov,OVN 3511 ApS,Ove NÃ¸rskov,,,Hvalpsund,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,false,,40186234.0,false,false,Ingen bistand,urn:ofk:oid:27956116,indberetninger-20180424,2.5946738999999996,34075239.0,AW4H9xUOIXJRhhXBO8HY,2019-10-26T12:08:12.503Z,2019-10-26T12:07:42.883Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-55-NH,2019-10-26T12:07:43.054Z,,,,,,,,,,,,,,,,,,,
