entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
25848144,2013-01-01,2013-12-31,ID_10,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",-24831.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2013-01-01,2013-12-31,ID_12,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",-24831.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2013-01-01,2013-12-31,ID_8,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",24831.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,5459.0,56832.0,14642.0,36731.0,51373.0,11900.0,,,,,,,,,,,,,,,,,,
25848144,2013-12-31,2013-12-31,ID_14,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,197145.0,59015.0,125000.0,197145.0,134100.0,2535.0,80326.0,197145.0,116819.0,-2252.0,-44674.0,87505.0,116819.0,0.0,138130.0,31566.0,1495.0,
25848144,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",-21340.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
25848144,2014-01-01,2014-12-31,ID_17,,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2VmL2U2LzRkLzVlM2EtNGZhZi1iZDhiLTA1YWYxNjAzNDUzNw.pdf,http://regnskaber.virk.dk/44184852/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzA5L2MyLzExLzc5M2ItNDFlMi04YTQ5LTQyNDE3MWM4ZDA0YQ.xml,"NÃ¦stved, 4700",Erantisvej 53,Til den daglige ledelse i Media-People ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-31,2001-01-02,2015-05-31,25848144.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Media-People ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Bolvig Hansen,Danske Bank,Media-People ApS,"Revisions-Centret, Registreret revisionsvirksomhed","Virum, den 31. maj 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Lyngby-TaarbÃ¦k",2014-12-31,2014-01-01,2015-05-31,NÃ¦stved,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5552880,indberetninger-20180424,2.5118406,25848144.0,,2018-03-30T22:20:28.061Z,2015-06-18T11:08:15.334Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-91-PY,2015-06-18T11:08:15.375Z,,,,,,,,,,,,,,,,,,,,,,,,
