entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfOtherOperatingExpenses,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToAssociates,OtherReserves,OtherShorttermPayables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
33256485,2015-09-01,2016-08-31,c1,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,75641.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,4800.0,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,356.0,29402.0,2015-09-01,2016-08-31,-100599.0,-100599.0,-100243.0,2017-08-31,2016-09-01,4800.0,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2015-09-01,2016-08-31,c3,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,0.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2015-09-01,2016-08-31,c5,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,0.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2015-09-01,2016-08-31,c7,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,-100599.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2016-08-31,2016-08-31,c9,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,9051.0,9051.0,80000.0,9051.0,-7084.0,0.0,9051.0,16135.0,20276.0,20276.0,519658.0,-4141.0,0.0,-606742.0,-4141.0,0.0,0.0,0.0
33256485,2016-09-01,2017-08-31,c0,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,18873.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,0.0,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,550.0,13591.0,2015-09-01,2016-08-31,-33014.0,-33014.0,-32464.0,2017-08-31,2016-09-01,0.0,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2016-09-01,2017-08-31,c2,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,0.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2016-09-01,2017-08-31,c4,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,0.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2016-09-01,2017-08-31,c6,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,-33014.0,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,,,,,,,,,,,,,,,,,,
33256485,2017-08-31,2017-08-31,c8,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzZlL2IzLzkxLzcyMWMtNGVhZS1hMWI1LTU4NDE1YTkzMGE1Mg.xhtml,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q5L2YwL2VhLzY4Y2YtNGYyMy05OWQxLWZkYTk2ZTkyZjdhZQ.pdf,http://regnskaber.virk.dk/58465233/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzE2LzA5L2ZjLzZlZWItNGQ3Mi1iZGRiLWE5MDc2YzAyYzE0Mg.xml,true,Odense C,5000.0,33.0,Vestergade,Stenstrup,5771.0,25.0,Stationsvej,5000 Odense C,"Ãstre Stationsvej 41H, 3th.","Regnskabsklasse B, mikrovirksomhed",2017-12-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",info@eurodiagnostics.eu,,33256485.0,Ãrsrapport,Jan Winther,Sydbank,EURO DIAGNOSTICS ApS,Jan Winther,,,2015-09-01,2016-08-31,,,,2017-08-31,2016-09-01,,60238800.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25033035,indberetninger-20180424,2.5949402000000004,33256485.0,,2018-04-03T19:10:25.031Z,2018-02-07T12:39:48.517Z,regnskab,0.0,,2017-08-31,2016-09-01,X18-AD-13-WD,2018-02-07T12:39:48.701Z,7856.0,7856.0,80000.0,7856.0,-12598.0,0.0,7856.0,20454.0,20276.0,20276.0,547158.0,178.0,0.0,-639756.0,178.0,0.0,0.0,0.0
