entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34203504,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,49755.0,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",903619.0,961417.0,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,966.0,LÃ¸sning,2014-07-01,2015-06-30,9201.0,7077.0,8043.0,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,-2124.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,49900.0,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,-40699.0,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2015-06-30,2015-06-30,c9,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,718202.0,218671.0,150000.0,80000.0,498646.0,31732.0,441815.0,718202.0,269765.0,219556.0,125082.0,84104.0,219556.0,219556.0,49900.0,6622.0,6622.0,311915.0,269765.0,5860.0,279975.0,63786.0,0.0,75037.0,14139.0,,
34203504,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,21413.0,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",700843.0,901910.0,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,15360.0,LÃ¸sning,2014-07-01,2015-06-30,117478.0,164294.0,179654.0,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,46816.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,28842562.0,HR REVISION - KENNETH BARRETT ApS
34203504,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,50600.0,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,66878.0,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203504,2016-06-30,2016-06-30,c8,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2JmL2Q5LzlmL2JmNDItNGFiZC04Y2UzLTE3OTI4YzI1NTAwMw.xhtml,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzLzg2Lzk5L2I1LzhjL2E0MjUtNGE4Ny05ZjQ4LWQwOGU0YmRmMGM1Mw.pdf,http://regnskaber.virk.dk/40530243/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzBiLzQ4LzQ3L2U1NzgtNDk3ZC05ZTc2LTJhOTUzOWVlODk5Nw.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,LÃ¸sning,8723.0,68.0,HÃ¸jmarksvej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i CNC Force ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-19,2016-09-29,,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter omfatter at servicere firmaer i metalindustrien i form af service og reparationer af maskiner, handel med metalforarbejdningsmaskiner samt andet dermed efter direktionens skÃ¸n beslÃ¦gtede formÃ¥l.</p>",,,34203504.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Karina Condrup,Allan MÃ¸ller,Den Jyske Sparekasse,CNC FORCE ApS,HR Revision - Kenneth Barrett ApS,,LÃ¸sning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-19,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011490,indberetninger-20180424,2.5948243,34203504.0,,2018-03-28T21:57:17.194Z,2016-09-30T06:13:42.294Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-16-RP,2016-09-30T06:13:42.506Z,846795.0,125666.0,150000.0,80000.0,721652.0,30269.0,509394.0,846795.0,322287.0,125143.0,166080.0,41112.0,125143.0,125143.0,50600.0,15114.0,15114.0,378794.0,322287.0,11247.0,595986.0,0.0,676.0,144960.0,373929.0,,
