entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
35474218,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,-250.0,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,9.0,6156.0,Aarhus,2017-01-01,2017-12-31,4621.0,5897.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,1276.0,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,,
35474218,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,4621.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,,
35474218,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,91620.0,81000.0,87162.0,91620.0,4458.0,91620.0,91620.0,91620.0,6162.0,4458.0,1333.0,3125.0,,
35474218,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,81000.0,,,,,,,,,,,
35474218,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,6162.0,,,,,,,,,,,
35474218,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,-5000.0,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,40.0,6450.0,Aarhus,2017-01-01,2017-12-31,1102.0,1410.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,308.0,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
35474218,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,1102.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,,
35474218,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,1102.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,,
35474218,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35474218,2018-01-01,2018-12-31,c726,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2NjLzM1LzU1L2I3ODAtNDAyMy1iNDhhLTcwM2VhZTNjYzNiNA.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzkxLzQ4L2ZmL2FhY2ItNDFiMi1hMDVhLTQ0MWEzOTI5MGNmZg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,c/o Obton A/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-08,2013-09-10,2019-03-27,Statsautoriseret revisor,,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,SÃ¸ren Dahlgaard,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2019 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:26922749,indberetninger-20180424,2.5097490000000002,35474218.0,AWneTYlARYGX6_YTGd_W,2019-04-02T13:47:37.599Z,2019-04-02T13:46:56.459Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-73-TS,2019-04-02T13:46:56.681Z,,,,,,,,,,,,,,
