entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
35474218,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",242.0,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",-4750.0,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,6.0,5882.0,Aarhus,2016-01-01,2016-12-31,884.0,1126.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,242.0,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,,
35474218,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,884.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,,
35474218,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,88783.0,81000.0,82541.0,88783.0,6242.0,88589.0,88589.0,88589.0,194.0,1541.0,6242.0,194.0,242.0,6000.0,,
35474218,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,81000.0,,,,,,,,,,,,,
35474218,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,1541.0,,,,,,,,,,,,,
35474218,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",1276.0,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",-250.0,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,9.0,6156.0,Aarhus,2016-01-01,2016-12-31,4621.0,5897.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,1276.0,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
35474218,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,4621.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,,
35474218,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,4621.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,,
35474218,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35474218,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUwLzUzLzJlL2RlZDktNDMyYS05MjM1LWVlMzQ2MGE4MWY5OQ.pdf,http://regnskaber.virk.dk/81247453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzg2LzNiL2IyLzAxNzUtNDg5Yy04NGJmLTgxMDQzZWNkY2YzYQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Solenergi Zella Komplementaranpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-03-08,2013-09-10,2018-03-15,Statsautoriseret revisor,"Selskabet er som komplementar i K/S Obton Solenergi Zella, CVR-nr. 35 51 53 48, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser.",,20222670.0,35474218.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Obton Solenergi Zella Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Peter Krogsgaard JÃ¸rgensen,Obton Solenergi Zella Komplementaranpartsselskab,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,false,2018-03-08,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2018 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:25242073,indberetninger-20180424,2.5118417999999996,35474218.0,,2018-04-04T11:43:49.910Z,2018-03-28T07:06:47.557Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-73-XD,2018-03-28T07:06:47.692Z,,,,,,,,,,,,,,,,
