entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
27371612,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",6458.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",5346.0,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,11909.0,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,197156.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,3.0,65594.0,Vejle,2016-01-01,2016-12-31,239034.0,250838.0,185247.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,11804.0,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,,,,,,,,,,,,,,,,,,,,,
27371612,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,270000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,,,,,,,,,,,,,,,,,,,,,
27371612,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,197156.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,,,,,,,,,,,,,,,,,,,,,
27371612,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,-228122.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,,,,,,,,,,,,,,,,,,,,,
27371612,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,4276294.0,62883.0,125000.0,4264448.0,4276294.0,11846.0,3141166.0,3141166.0,3141166.0,547147.0,270000.0,2837666.0,1031782.0,547147.0,11846.0,525098.0,525098.0,5346.0,6500.0,,,,,
27371612,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
27371612,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,2837666.0,,,,,,,,,,,,,,,,,,,,
27371612,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,1031782.0,,,,,,,,,,,,,,,,,,,,
27371612,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,270000.0,,,,,,,,,,,,,,,,,,,,
27371612,2017-01-01,2017-01-01,c551,,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzkzLzNmLzk2LzhhY2QtNGY3OS1iMTVkLWY1YWU5MjUwNzBmMg.pdf,http://regnskaber.virk.dk/21617372/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzkxLzVjL2JjLzJkMjQtNDdlMi1hNmZiLWJjM2I2NDYzYWVkZQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,Havneparken 3,7100 Vejle,AndkÃ¦rvej 26,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-19,2003-10-01,2018-03-15,Statsautoriseret revisor,-270000.0,,20222670.0,27371612.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Carsten Pedersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Carsten Pedersen,Carsten Lund Pedersen,Danske Bank,Carsten Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,1263495.0,true,2018-02-19,Vejle,,urn:ofk:oid:25235248,indberetninger-20180424,2.5117297,27371612.0,,2018-04-04T11:12:36.442Z,2018-03-26T18:14:50.207Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-63-JN,2018-03-26T18:14:50.352Z,,,,,,,,,,,,,,,,,,,,2837666.0,303500.0,,,
