entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,NameAndSurnameOfMemberOfExecutiveBoard
35664319,1899-12-30,1899-12-30,ID_11,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,1899-12-30,1899-12-30,ID_13,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
35664319,1899-12-30,1899-12-30,ID_7,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
35664319,1899-12-30,1899-12-30,ID_9,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_0,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_1,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_10,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",-54705.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_14,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_15,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35664319,2014-02-12,2014-12-31,ID_16,,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNlLzQ3L2FmLzUwZjAtNGNjMy1hNWE4LTZjOTdhMGM0NzhkMw.pdf,http://regnskaber.virk.dk/91346653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2U0LzMxLzM5LzNmNmEtNGU3YS1hNjkxLWZiODZmN2RiY2I2Zg.xml,"Frederiksberg, 2000",Lindevangs Alle 4,Til den daglige ledelse i Mobilhospitalet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014.",2015-04-30,2014-02-12,2015-05-05,35664319.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. februar 2014 - 31. december 2014 for Mobilhospitalet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mostafa Abdel All,Mobilhospitalet ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab","NÃ¸rrebro, den 30. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-02-12,2015-04-30,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5193831,indberetninger-20180424,2.5117006,35664319.0,,2018-03-30T08:06:30.880Z,2015-05-05T08:48:04.033Z,regnskab,0.0,,2014-12-31,2014-02-12,X15-AB-34-KW,2015-05-05T08:48:04.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
