entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29393699,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,-865.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-104614.0,2017-06-12,2006-02-17,2017-06-13,-160261.0,136102.0,Statsautoriseret revisor,7225.0,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,641341.0,Ãrsrapport,21251.0,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-304883.0,3701.0,283632.0,-276611.0,LÃ¸kken,2015-01-01,2015-12-31,15991.0,-89488.0,-429647.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,105479.0,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2015-01-01,2015-12-31,c358,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,641341.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,-625350.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,6663195.0,156406.0,150000.0,865.0,873694.0,4281619.0,6663195.0,5789501.0,915839.0,2013578.0,2013578.0,4234847.0,3319008.0,6295197.0,0.0,349119.0,0.0,4281619.0,1888578.0,-1164884.0,1554654.0,116555.0,1026239.0,0.0,211592.0,21372.0,62741.0,189355.0,,,,,,
29393699,2016-01-01,2016-01-01,c541,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160261.0,4441879.0,,,,
29393699,2016-01-01,2016-01-01,c661,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888578.0,125000.0,,
29393699,2016-01-01,2016-01-01,c703,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2016-01-01,2016-01-01,c712,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,1888578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2016-01-01,2016-01-01,c730,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-06-12,2006-02-17,2017-06-13,,136102.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,,Ãrsrapport,,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸kken,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,-1164884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzliL2YyL2FiLzhjNDMtNDgzMC05MjM5LTIxYzU3OTA0NGIyNg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2E5LzcyLzgyLzljOWQtNGZiOS04YWNkLTcwYjI4MWFlN2ZlZg.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,-4208.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-50968.0,2017-06-12,2006-02-17,2017-06-13,-136102.0,136102.0,Statsautoriseret revisor,-1455.0,20222670.0,29393699.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for TAK Holding ApS.,680444.0,Ãrsrapport,21697.0,3597000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben A. Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-115783.0,0.0,94086.0,0.0,LÃ¸kken,2015-01-01,2015-12-31,482280.0,427104.0,-137557.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,680444.0,true,2017-06-12,Aalborg,55176.0,urn:ofk:oid:24200043,indberetninger-20180424,2.5118449000000003,29393699.0,,2018-03-29T10:27:20.911Z,2017-06-14T08:55:46.045Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-04-DC,2017-06-14T08:55:46.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
