entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29393699,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,-4317.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-12892.0,2019-06-10,2006-02-17,2019-06-11,148796.0,148796.0,Statsautoriseret revisor,161164.0,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,256644.0,Ãrsrapport,14400.0,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,96035.0,0.0,81635.0,LÃ¸kken,2017-01-01,2017-12-31,190186.0,172977.0,12368.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,-17209.0,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,933542.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2017-01-01,2017-12-31,c216,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,-743356.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,6123637.0,32535.0,150000.0,9390.0,9104.0,1546160.0,4008925.0,6123637.0,4577477.0,723674.0,1950666.0,1950666.0,3997094.0,3273420.0,5959591.0,55157.0,4008925.0,0.0,1825666.0,-429506.0,60010.0,580383.0,125000.0,175605.0,131511.0,0.0,12968.0,57860.0,0.0,,,,,,
29393699,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2018-01-01,2018-01-01,c234,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,1825666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,-429506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393699,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2JjL2EyLzNiLzgzMTktNDQ3Mi1hZjhhLWU4ZmZmMDUzNmE3Zg.pdf,http://regnskaber.virk.dk/99639392/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVkLzgzLzk2L2FlMWUtNDhlMy1hYzhhLTg1OGFjMDc0OTk1OQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,HjÃ¸rring,9800.0,Ãstergade 30,9480 LÃ¸kken,HÃ¸lken 8,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i TAK Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-10,2006-02-17,2019-06-11,,148796.0,Statsautoriseret revisor,,20222670.0,29393699.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for TAK Holding ApS.,,Ãrsrapport,,373000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Conny Nielsen,Torben Arne Kjeldgaard,Nykredit Bank,TAK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,LÃ¸kken,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,887133.0,true,2019-06-10,Aalborg,,urn:ofk:oid:27517834,indberetninger-20180424,2.5118406,29393699.0,AWtkT8BNGQc-fA3G3Lmd,2019-06-17T07:22:18.038Z,2019-06-17T07:21:16.052Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-TV,2019-06-17T07:21:16.199Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445159.0,4454084.0,,,,
