entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToInvestments,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
37047953,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,35745.0,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,748282.0,279095.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,-17434.0,-17434.0,Ilbro,2016-10-01,2017-09-30,924500.0,974198.0,712537.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,49698.0,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,818700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,18751444.0,5013019.0,100000.0,18411184.0,18751444.0,340260.0,13504501.0,8234881.0,190172.0,190172.0,13504501.0,5269620.0,93450.0,105800.0,2719054.0,15486330.0,16900.0,150088.0,233924.0,0.0,57706.0,140474.0,,,,,,,,
37047953,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2017-10-01,2017-10-01,c229,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,15486330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,2719054.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37047953,2017-10-01,2017-10-01,c564,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,,,,,,,,,,,,,,,,,,,,-7351449.0,15586330.0,,,,,,
37047953,2017-10-01,2017-10-01,c570,,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzBmLzc3Lzg2LzE4MWEtNGQ0Yi05OTA0LThmOTBkNDlmZjhmMw.pdf,http://regnskaber.virk.dk/35974073/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzcyLzc2LzYyLzgwOTktNGMyMi1hYjk0LWYwNDA5MjY0NDhiYQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,8.0,Ãstergade,9800 HjÃ¸rring,Ilbro Byvej 138,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i Pelo Holding Ilbro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-27,2015-08-31,2019-01-27,Statsautoriseret revisor,-105800.0,Ilbroauto@mail.dk,,20222670.0,37047953.0,20222670.0,mne9879,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Pelo Holding Ilbro ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,70000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jann Mikkelsen,Ole Leo Jensen,Ole Leo Jensen,Spar Nord,Pelo Holding Ilbro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ilbro,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2019-01-27,HjÃ¸rring,,+45 98 96 32 44,urn:ofk:oid:26610732,indberetninger-20180424,2.5097437,37047953.0,AWiYwRUUet7j816D33GA,2019-01-29T08:37:51.950Z,2019-01-29T08:36:56.397Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AG-95-UP,2019-01-29T08:36:56.582Z,,,,,,,,,,,,,,,,,,,,,,,85811.0,5183808.0,,,,,,
