entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
34220867,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,0.0,0.0,0.0,0.0,34220867.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,0.0,0.0,2014-01-01,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34220867,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,0.0,0.0,0.0,0.0,34220867.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,0.0,0.0,2014-01-01,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34220867,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzQ2LzU0LzJjLzBkMGYtNGY0ZS1hYjczLTgxMGFkNTU0ZjNlOQ.xhtml,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzY2L2E3L2RjLzQ2ZmItNDI4NC1hYzA1LTg1Y2U2NTQ5MmY4OQ.pdf,http://regnskaber.virk.dk/76802243/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2QxLzYzLzY2LzU4NmYtNDAwMy04MTFhLWZhNjhmNDA0NDZmNQ.xml,true,N/A,N/A,N/A,N/A,Kalundborg,4400.0,9.0,Hedevej,4400 Kalundborg,Hedevej 9,Regnskabsklasse B,2017-06-27,,,,,34220867.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Willemoes,N/A,"ALISCON, FILIAL AF ALISCON LIMITED, ENGLAND",Christian Willemoes,,,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,true,Ingen bistand,urn:ofk:oid:24300838,indberetninger-20180424,2.5955422,34220867.0,,2018-03-29T18:50:35.271Z,2017-06-27T20:52:43.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X17-AP-17-TD,2017-06-27T20:52:43.411Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
