entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
15645601,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,50701.0,-50701.0,15645601.0,724446.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,57866.0,36.0,Kolding,2016-01-01,2016-12-31,618758.0,615915.0,-50701.0,2017-12-31,2017-01-01,false,false,-2843.0,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,
15645601,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,618758.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,
15645601,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,6644194.0,186183.0,500000.0,236677.0,3693057.0,6644194.0,2951137.0,6407517.0,6407517.0,6407517.0,2951137.0,50494.0,3193057.0,2951137.0,50494.0,
15645601,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,52000.0,-52000.0,15645601.0,717270.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,59023.0,-10.0,Kolding,2016-01-01,2016-12-31,614129.0,606237.0,-52000.0,2017-12-31,2017-01-01,false,false,-7892.0,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,
15645601,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,
15645601,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,Preben Elmsted
15645601,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,Camilla Elmsted
15645601,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,Anne Regitze Elmsted Kastrup
15645601,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,614129.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,,,,,,,,,,,,,,,,
15645601,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2NiLzBlL2I5L2RiNmMtNDEwOS1iODhmLTNjMDM1MzQ5YzhkMw.xhtml,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzRhL2ZjL2U1LzQyMWMtNDM2ZC04ZTQ1LTMxNmViYTBjM2NjYg.pdf,http://regnskaber.virk.dk/10654651/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzVmLzg0LzZiLzkzOWMtNDM2OS1iYzliLThjMGFiMzlmOTMwOA.xml,true,Kolding,6000.0,3.0,Strandvejen,6000 Kolding,MandÃ¸vÃ¦nget 8,Regnskabsklasse B,2018-03-20,2018-04-18,,,15645601.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Elmsted,Preben Elmsted,RÃDGIVNINGSSELSKABET AF 5. APRIL 1995 A/S,Camilla Elmsted,,,Kolding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25441634,indberetninger-20180424,2.5949402000000004,15645601.0,AWNJCrCsx8uVRSOdgagj,2018-05-10T07:54:09.211Z,2018-05-10T07:53:45.441Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-QQ,2018-05-10T07:53:45.648Z,7618490.0,36871.0,500000.0,50956.0,4307186.0,7618490.0,3311304.0,7567534.0,7567534.0,7567534.0,3311304.0,14085.0,3807186.0,3311304.0,14085.0,
