entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
19434575,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,-40204.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,40204.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,54086.0,6007.0,23.0,48102.0,7898.0,,,,,,,,,,,,,,,,,
19434575,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,0.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2016-12-31,2016-12-31,ID_4,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,305876.0,209923.0,50000.0,305876.0,97217.0,18550.0,305876.0,208659.0,18550.0,197759.0,0.0,47217.0,208659.0,77403.0,-3898.0,10900.0,81301.0
19434575,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,4146.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,11315.0,7169.0,0.0,4146.0,0.0,,,,,,,,,,,,,,,,,
19434575,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,-50000.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
19434575,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzcwLzhhL2Q0LzlmMzYtNDA2NC1iM2NkLTBhOTMyOWFjZDA0MQ.pdf,http://regnskaber.virk.dk/57543491/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzM1L2FhLzMxLzhkM2EtNGRlNC05ODQ1LTc1NDgwYzMzM2ViOQ.xml,true,"NÃ¦stved, 4700",Ringstedgade 82,Til den daglige ledelse i Busmaster Hardware ApS,Regnskabsklasse B,2018-05-02,2018-05-02,2018-05-02,31929342.0,19434575.0,31929342.0,mne33698,Ãrsrapport,Kenneth Bach Holmegaard,Carl Christian Larsen,Carl Christian Larsen,Multi Revision I/S,Busmaster Hardware ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab",Holmegaard,2016-01-01,2016-12-31,45854.0,"NÃ¦stved, 370",2017-12-31,2017-01-01,false,2018-05-02,NÃ¦stved,40571290.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25392334,indberetninger-20180424,2.5118406,19434575.0,AWMfsVuVx8uVRSOdgK2-,2018-05-02T07:12:13.081Z,2018-05-02T07:11:44.463Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-32-ME,2018-05-02T07:11:44.613Z,,,,,,,,,,,,,,,,,,,,,,
