entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FixturesFittingsToolsAndEquipment,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermReceivables,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
35469591,2013-08-29,2013-12-31,c11,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,-29506.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
35469591,2013-08-29,2013-12-31,c5,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,-29506.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,29200.0,-29506.0,-29200.0,306.0,-29506.0,-29200.0,0.0,,,,,,,,,,,,,,
35469591,2013-08-29,2013-12-31,c7,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,0.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
35469591,2013-08-29,2013-12-31,c9,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,0.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
35469591,2013-12-31,2013-12-31,c13,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,179015.0,19515.0,80000.0,19515.0,155959.0,179015.0,23056.0,159500.0,105465.0,159500.0,-29506.0,23056.0,23056.0,
35469591,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,36077.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,96390.0,36077.0,37550.0,1473.0,36077.0,37550.0,133940.0,,,,,,,,,,,,,,
35469591,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
35469591,2014-01-01,2014-12-31,c10,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,36077.0,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
35469591,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,Nick Elsass
35469591,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8vcGRmcy8zNTQ2OTU5MTtBcFM1MzUxMzA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19596453/Y3ZyLmRrOi8veGJybHMvWC1BQTlCM0VBMy0yMDE1MDMwNV8yMDMzMjFfOTMz.xml,HÃ¸rsholm,2970.0,3.0,Ved SjÃ¦lsÃ¸lund,2970 HÃ¸rsholm,Stumpedyssevej 2,Regnskabsklasse B,2015-03-05,0.0,0.0,159500.0,35469591.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nick Elsass,Brian VidtÃ¸ft Nielsen,LILLE STIMESTRUP VANDVÃRK ApS,Brian Nielsen,-25899.0,0.0,159500.0,2013-08-29,2013-12-31,,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:15085207,indberetninger-20180424,2.5118406,35469591.0,,2018-03-30T15:16:48.529Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-166.991,2015-03-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,Mette Wulff KÃ¥ri
