entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfAuditorsReportOnAuditedFinancialStatements,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditorAppointedToPerformAudit,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfAssetsAndLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeStatementItems,DisclosureOfRelatedParties,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,ManagementsReview,NameAndSurnameOfAuditorAppointedToPerformAudit,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfAuditFirmAppointedToPerformAudit,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfCompilationOfAuditorsReportOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementByExecutiveAndSupervisoryBoards,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpense,PropertyPlantAndEquipment,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables
29218730,2011-01-01,2011-01-01,instantstart_LandAndBuildingsMember_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,0.0,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29218730,2011-01-01,2011-12-31,duration_LandAndBuildingsMember_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29218730,2011-01-01,2011-12-31,duration_ProfitLoss_RetainedEarningsMember_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29218730,2011-01-01,2011-12-31,duration_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
29218730,2011-12-31,2011-12-31,instant_LandAndBuildingsMember_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,0.0,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
29218730,2011-12-31,2011-12-31,instant_previous,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,0.0,-463243.0,-3243.0,-125000.0,-63243.0,-463243.0,0.0,-463243.0,0.0,-400000.0,-400000.0,-400000.0,0.0,0.0,-60000.0,-743.0,-337500.0,0.0,0.0,-60000.0,0.0
29218730,2012-01-01,2012-01-01,instantstart_LandAndBuildingsMember,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,0.0,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29218730,2012-01-01,2012-12-31,duration,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,-1074113.0,0.0,0.0,0.0,-1074374.0,-1074363.0,0.0,11.0,250.0,,,,,,,,,,,,,,,,,,,,,
29218730,2012-01-01,2012-12-31,duration_LandAndBuildingsMember,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,-435000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29218730,2012-01-01,2012-12-31,duration_ProfitLoss_RetainedEarningsMember,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8vcGRmcy8yOTIxODczMDtBcFMzNjM3MDU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03781292/Y3ZyLmRrOi8veGJybHMvWC00OEQyNTQ0NC0yMDEzMDYwNV8xNzA2NTdfNjMx.xml,,2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",4593 Eskebjerg,"C/O Poul Sorgenfri Ottosen, Eskebjerg Strandvej 42",2000 Frederiksberg,"C. F. Richs Vej 99 D, st.",Regnskabsklasse B,2013-05-20,2013-05-20,2005-12-30,2013-06-03,Registreret revisor,BALANCEN,RESULTATOPGÃRELSEN,Note 7  -  NÃ¦rtstÃ¥ende parter,pso@logfm.dk,25735560.0,29218730.0,25735560.0,Ãrsrapport,Ledelsesberetning,Ken Woiremose,Poul Sorgenfri Ottosen,Poul Sorgenfri Ottosen,"Woiremose og Partner, Registreret revisionsanpartsselskab","Woiremose og Partner, Registreret revisionsanpartsselskab",PSO Holding ApS,"Woiremose og Partner, Registreret revisionsanpartsselskab",Frederiksberg,Eskebjerg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kalundborg,2012-12-31,2012-01-01,LedelsespÃ¥tegning,Selskabet har fravalgt revisionen for efterfÃ¸lgende regnskabsÃ¥r. Betingelserne for fravalg af revision er opfyldt.,20264946.0,urn:ofk:oid:17328173,indberetninger-20180424,2.5097342,29218730.0,,2018-04-01T20:17:53.435Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-90.318,2013-06-06T22:00:00.000Z,,,,,-1074113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
