entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermReceivablesFromGroupEnterprises,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
36946385,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,2302115.0,2459979.0,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,310.0,Frederiksberg,2016-07-01,2017-06-30,114355.0,156755.0,157864.0,2018-06-30,2017-07-01,false,false,50000.0,42400.0,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,100000.0,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,14355.0,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2017-06-30,2017-06-30,c9,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,810892.0,256329.0,50000.0,810892.0,190062.0,810892.0,552054.0,68776.0,488542.0,37950.0,100000.0,68776.0,35062.0,5000.0,552054.0,554563.0,48512.0,15000.0,466613.0,,
36946385,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,2991022.0,3591074.0,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,266.0,Frederiksberg,2016-07-01,2017-06-30,467006.0,600318.0,600052.0,2018-06-30,2017-07-01,false,false,50000.0,133312.0,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,Andreas KrÃ¦mer Solgaard,DirektÃ¸r
36946385,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,Henrik Sporh Christiansen,DirektÃ¸r
36946385,2017-07-01,2018-06-30,c4,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,500000.0,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2017-07-01,2018-06-30,c6,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,-32994.0,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,,,,,,,,,,,,,,,,,,,,,
36946385,2018-06-30,2018-06-30,c8,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzA3LzgwLzZjLzBjNTYtNDRlYy1iZTJhLWE1OWQwNzhmMmRmNw.xhtml,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2E3L2IyL2JlL2ZiOTMtNGM2ZS1iZDY3LWM0NWEyOTVjZGFlOA.pdf,http://regnskaber.virk.dk/58364963/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzMzL2VlL2ZlLzE4NjYtNDUyZi1iMWU1LTQ4YTc2N2U3MzViMQ.xml,true,Bredebro,6261.0,25.0,Storegade,Frederiksberg C,1820.0,"104, 2",Frederiksberg Alle,2850 NÃ¦rum,ColbjÃ¸rnsensvej 15,Regnskabsklasse B,2018-09-27,2018-11-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Suntrack ApSÂ for skat af koncernens sambeskattede indkomst og for visse kildeskatter, som udbytteskat m.v.</p>",hc@beruf.dk,,,36946385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Plinius,TÃ¸nder Sparekasse,Beruf ApS,Erik Plinius,1419.0,,Frederiksberg,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,50000.0,,91555533.0,false,false,Ingen bistand,urn:ofk:oid:26335142,indberetninger-20180424,2.5927863,36946385,AWc7119N5OzuYdPkGcgh,2018-11-22T14:34:22.535Z,2018-11-22T14:33:48.588Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-33-CZ,2018-11-22T14:33:48.818Z,1629888.0,478084.0,50000.0,1629888.0,557068.0,1629888.0,1004044.0,68776.0,816209.0,274486.0,500000.0,68776.0,2068.0,5000.0,1004044.0,1151804.0,133312.0,54523.0,877318.0,,
