entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
35644032,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,14015.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",450000.0,567949.0,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,964.0,HillerÃ¸d,2015-01-01,2015-12-31,78692.0,102970.0,103934.0,2016-12-31,2016-01-01,true,false,24278.0,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,,,,,,,,,,,,,,,,
35644032,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,78692.0,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,,,,,,,,,,,,,,,,
35644032,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,409368.0,262446.0,50000.0,316333.0,202647.0,93035.0,409368.0,203917.0,93035.0,168074.0,93035.0,2804.0,2804.0,152647.0,203917.0,53887.0,22379.0,13464.0,53887.0,
35644032,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,202647.0,,,,,,,,,,,,,,,
35644032,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,50000.0,,,,,,,,,,,,,,,
35644032,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,152647.0,,,,,,,,,,,,,,,
35644032,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,0.0,,,,,,,,,,,,,,,
35644032,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,27283.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",490000.0,640166.0,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,567.0,HillerÃ¸d,2015-01-01,2015-12-31,95438.0,122316.0,122883.0,2016-12-31,2016-01-01,true,false,26878.0,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,,,,,,,,,,,,,,,,0.0
35644032,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,,,,,,,,,,,,,,,,
35644032,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzM3L2ZjLzE5LzZiNGMtNDczYy05OGFmLWE3MmE1YTBkZDBjYg.xhtml,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2U3L2EwL2FjLzcyMDctNDkxZC1hYzBlLWUxOWFkZmQ0MTA0NA.pdf,http://regnskaber.virk.dk/23044653/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2I0L2U3LzVkLzg3NTMtNGYxZi05NDE3LTc4YjgyZTAyYTIzOQ.xml,true,HillerÃ¸d,3400.0,7.0,Thorsvang,3400 HillerÃ¸d,Thorsvang 7,Regnskabsklasse B,2017-06-01,2017-06-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ statustidspunktet ingen pantsÃ¦tninger eller sikkerhedsstillelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser pÃ¥ statustidspunktet</p>",,,35644032.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Torben Funder,Torben Funder,Handelsbanken,TF METALLIC ApS,KR Regnskabsservice,,HillerÃ¸d,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,true,false,,40363447.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24291020,indberetninger-20180424,2.5946264,35644032.0,,2018-03-29T18:19:21.644Z,2017-06-25T18:41:42.984Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-98-MC,2017-06-25T18:41:43.139Z,,,,,,,,,,,,,,,,,,,,0.0
