entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,DistributionCosts,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
33648278,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,40867.0,1.0,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,1126913.0,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,3549.0,Greve,2016-01-01,2016-12-31,849905.0,1089595.0,1086046.0,2017-12-31,2017-01-01,false,false,239690.0,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,,,,,,,,,,,,,,,,,
33648278,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,800000.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,,,,,,,,,,,,,,,,,
33648278,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,49905.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,,,,,,,,,,,,,,,,,
33648278,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,1460161.0,1123008.0,80000.0,1459961.0,200.0,1418107.0,1460161.0,42054.0,200.0,200.0,39852.0,4145.0,800000.0,538107.0,42054.0,397.0,336953.0,0.0,310.0,1805.0,332498.0,
33648278,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,538107.0,,,,,,,,,,,,,,,,
33648278,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,800000.0,,,,,,,,,,,,,,,,
33648278,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,1418107.0,,,,,,,,,,,,,,,,
33648278,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,80000.0,,,,,,,,,,,,,,,,
33648278,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,54853.0,1.0,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,626863.0,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,4672.0,Greve,2016-01-01,2016-12-31,449752.0,576661.0,572010.0,2017-12-31,2017-01-01,false,false,126909.0,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,,,,,,,,,,,,,,,,,800000.0
33648278,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzg4LzRlL2FmLzgzMzMtNDI1Ni05MmU5LTU5ZGZiNTUxMjQ0YQ.xhtml,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2I3LzJmL2YzL2ExNjYtNGNhOS04ODI3LTUyMzQ3ODZlNmYxOQ.pdf,http://regnskaber.virk.dk/87284633/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EyL2FiLzQ2L2RiYzktNDNhMy1iYzkxLWQ3ZWEzNTkwMGJhNg.xml,true,Greve,2670.0,8.0,KnÃ¸sen,2670 Greve,KnÃ¸sen 8,,,Regnskabsklasse B,2018-04-28,2018-04-28,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser udover de i Ã¥rsrapporten anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,33648278.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Bruun,Carsten Bruun,BEMICAN ApS,Carsten Bruun,21.0,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25374340,indberetninger-20180424,2.5955422,33648278.0,AWMU1sNvx8uVRSOdgF9h,2018-04-30T04:37:32.955Z,2018-04-30T04:36:43.824Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-03-CP,2018-04-30T04:36:46.225Z,,,,,,,,,,,,,,,,,,,,,,
