entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
18433001,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,94365.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,94365.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,-94365.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,124769.0,30450.0,126.0,80.0,-94365.0,-94319.0,,,,,,,,,,,,,,,,,,,,
18433001,2014-12-31,2014-12-31,ID_15,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,203765.0,21641.0,200000.0,165449.0,145765.0,38316.0,203765.0,58000.0,38316.0,61000.0,0.0,51808.0,38316.0,-54235.0,61000.0,58000.0,82808.0,58000.0,31000.0,
18433001,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,-24896.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,-24896.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzg2LzJkL2EzL2Q0ZDYtNGM3Ny1iYjQwLTI3MDAyNDMxNzM4Mg.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzc5LzQ4LzM5LzFiOTEtNDczMC1iOTc5LTU1YzYzYzZmZGRjZg.xml,"2740, Skovlunde",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-05-31,1995-05-30,2016-06-20,18433001.0,79327611.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for SOFTWORLD ATAC ApS.,Ãrsrapport,Elisa Schiolten,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,"Skovlunde, den 31-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2015-12-31,2015-01-01,2016-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22805257,indberetninger-20180424,2.5118406,18433001.0,,2018-03-28T15:05:56.590Z,2016-07-01T15:05:59.724Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-90-AV,2016-07-01T15:05:59.836Z,,,,,,,,,,,,,,,,,,,,,,,,,,
