entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
18433001,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,69811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,69811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,70051.0,240.0,69811.0,70051.0,,,,,,,,,,,,,,,,,,,,,
18433001,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,232624.0,61160.0,200000.0,194308.0,142090.0,38316.0,232624.0,90534.0,38316.0,61000.0,31834.0,34978.0,38316.0,-57910.0,61000.0,90534.0,0.0,72148.0,58700.0,37170.0,
18433001,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,-74370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,-74257.0,113.0,-74370.0,-74257.0,,,,,,,,,,,,,,,,,,,,,
18433001,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,-74370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,
18433001,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,Elisa Schiolten
18433001,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzM4LzdjL2RhLzEzZWQtNDRlOS1hYzI0LThjOWYyMzlkNmI4YQ.pdf,http://regnskaber.virk.dk/10033481/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjLzcxLzY2LzYyMmMtNDNhOS1iYjA2LTRhMWQzNGEzNzM0YQ.xml,true,"Skovlunde, 2740",Lindeengen 22,Til den daglige ledelse i SOFTWORLD ATAC ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,1995-05-30,2019-05-31,79327611.0,18433001.0,79327611.0,mne2622,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for SOFTWORLD ATAC ApS.,Ãrsrapport,Mogens Drejer,Elisa Schiolten,Revisionsfirma Mogens Drejer,Nordea Bank Danmark A/S,SOFTWORLD ATAC ApS,Revisionsfirma Mogens Drejer,Skovlunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,Skovlunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27358578,indberetninger-20180424,2.5097417999999996,18433001.0,AWsR-TkmRYGX6_YTITJQ,2019-06-01T07:37:59.369Z,2019-06-01T07:37:53.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-02-RM,2019-06-01T07:37:53.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,
