entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnReportingClassOfEntity,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,NameAndSurnameOfMemberOfSupervisoryBoard
31871638,2016-01-01,2016-01-01,c704,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,500000.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-01-01,2016-01-01,c725,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,-3549435.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-01-01,2016-12-31,c120,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,969755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,969755.0,1.0,8584.0,885273.0,1863612.0,3669.0,44010.0,969755.0,969755.0,5987.0,831607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-01-01,2016-12-31,c726,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,969755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,-2079680.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,2312833.0,1520475.0,500000.0,2312833.0,268242.0,42447.0,16132.0,2312833.0,4392513.0,16132.0,729403.0,11700.0,-2579680.0,4392513.0,776226.0,4093.0,3663110.0,449744.0,,,,,,,,,,,,
31871638,2016-12-31,2016-12-31,c706,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,500000.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2016-12-31,2016-12-31,c727,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,-2579680.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-01-01,c177,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,500000.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-01-01,c195,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgwLzRiL2U2LzMwNGQtNGQ0Zi04ZTQ0LTE2NjU0NmUyNmMyZA.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzFmLzA5LzRlLzA4ZDAtNDc2OC1hYjlmLWU3NWIwYzI0ZTM1YQ.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,2018-03-16,2018-03-16,2018-04-10,statsautoriseret revisor,-2579680.0,32285201.0,31871638.0,32285201.0,mne35478,Ãrsrapport,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-03-16,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:25338021,indberetninger-20180424,2.5124266,31871638.0,AWLi5hQex8uVRSOdf3UY,2018-04-20T11:52:54.084Z,2018-04-20T11:52:31.157Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-43-XJ,2018-04-20T11:52:31.306Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
