entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
33035462,2012-01-01,2012-12-31,ID_11,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",400000.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2012-01-01,2012-12-31,ID_13,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",29525.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2012-01-01,2012-12-31,ID_15,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",429525.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",-429525.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,437641.0,2187469.0,-3284597.0,85279.0,-1662.0,0.0,-575870.0,-659487.0,146345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2012-12-31,2012-12-31,ID_17,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,4727251.0,9733.0,-80000.0,4483073.0,56849.0,-766518.0,214178.0,3860060.0,-4727251.0,-3953066.0,30000.0,0.0,0.0,244178.0,30000.0,-447794.0,225000.0,214178.0,-400000.0,-7667.0,-7667.0,3860060.0,-286518.0,-2038246.0,-3953066.0,-971128.0,613280.0,-86168.0,-409730.0,331431.0
33035462,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",600000.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2013-01-01,2013-12-31,ID_12,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",-41655.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035462,2013-01-01,2013-12-31,ID_14,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTQ2MjtBcFM0NzUzNzI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/26453033/Y3ZyLmRrOi8veGJybHMvWC0wOTgyQzcxNC0yMDE0MDUyOF8wODEwNDlfNTc2.xml,"4690, Haslev",Finlandsgade 2,"SorÃ¸, 4180",Fulbyvej 15,Til kapitalejerne i Pointbiler Haslev ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2010-06-15,2014-05-28,Statsautoriseret revisor,info@bil-haslev.dk,www.bil-haslev.dk/,34351961.0,33035462.0,34351961.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Pointbiler Haslev ApS.,Ãrsrapport,Hakon Dahm Spliid,Aksel Nielsen,Aksel Nielsen,"Frej Revision, Statsautoriseret revisionsaktieselskab",Pointbiler Haslev ApS,"Frej Revision, Statsautoriseret revisionsaktieselskab",558345.0,"Faxe, 320",2013-12-31,2013-01-01,2014-03-31,SorÃ¸,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",56314061.0,DirektÃ¸r,urn:ofk:oid:20726378,indberetninger-20180424,2.5118417999999996,33035462.0,,2018-04-01T04:57:08.148Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-134.505,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
