entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseOfCapital,DepreciationOfPropertyPlantAndEquipment
36723394,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,106075.0,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,4686.0,2018-06-27,2015-04-24,2018-06-27,29639.0,Statsautoriseret revisor,957656.0,1442683.0,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,3256.0,39970.0,7478.0,Frederikshavn,4418.0,2016-01-01,2016-12-31,312135.0,422896.0,455388.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,12101.0,110761.0,937881.0,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36723394,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,312135.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36723394,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,1436830.0,10823.0,50000.0,24922.0,102336.0,238495.0,428350.0,29244.0,1436830.0,1300378.0,266260.0,533999.0,266260.0,798040.0,64845.0,267739.0,34116.0,34116.0,428350.0,52336.0,1300378.0,463658.0,502338.0,373891.0,,,,,,,
36723394,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36723394,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,252336.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36723394,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,17035.0,255530.0,,,,,
36723394,2017-01-01,2017-01-01,c462,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,644.0,29888.0,,,,,
36723394,2017-01-01,2017-01-01,c579,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,266260.0,,,,
36723394,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,-18250.0,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,74008.0,2018-06-27,2015-04-24,2018-06-27,54095.0,Statsautoriseret revisor,823740.0,1231263.0,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,6322.0,44007.0,18594.0,Frederikshavn,7384.0,2016-01-01,2016-12-31,272257.0,328015.0,353428.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,10223.0,55758.0,799811.0,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,,
36723394,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2M4L2U0LzYzLzZlMjgtNDAzZC1iODUxLWQ0MDMwMDZmMjU2Mw.pdf,http://regnskaber.virk.dk/49332763/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzZjL2Y1L2MwLzhiZDItNDAwMi04Y2NmLWM2MjU2MGQ3ZjEyZA.xml,true,1688.0,Frederikshavn,9900.0,89.0,Rimmens Alle,9900 Frederikshavn,H.C. Ãrsteds Vej 21,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Nordisk Naturens ForrÃ¥d Frederikshavn ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-27,2015-04-24,2018-06-27,,Statsautoriseret revisor,,,20222670.0,36723394.0,20222670.0,mne35810,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Nordisk Naturens ForrÃ¥d Frederikshavn ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Thostrup,Charlotte Conradsen,Charlotte Conradsen,Nordisk Naturens ForrÃ¥d Frederikshavn ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,,2016-01-01,2016-12-31,272257.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,false,2018-06-27,Frederikshavn,,,,urn:ofk:oid:25947836,indberetninger-20180424,2.5117166,36723394.0,AWRaaP3G0wkEsASkuPU5,2018-07-02T09:53:41.267Z,2018-07-02T09:53:06.255Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AS-72-BF,2018-07-02T09:53:06.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
