entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInAssociates,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions
27164439,2013-10-01,2013-10-01,c235,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,30561.0,516948.0,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,300000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2013-10-01,c392,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,125000.0,,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2013-10-01,c410,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,486387.0,,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2013-10-01,c416,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,110928.0,,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c106,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,98400.0,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c120,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,-6665.0,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c236,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,,-100000.0,273572.0,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c3,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,265307.0,,,-8265.0,273572.0,8265.0,265307.0,-8265.0,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c372,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,173572.0,,,,,,,,,,,,,,,,,,,,,
27164439,2013-10-01,2014-09-30,c411,,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRiL2E1LzY4LzkxMGQtNDZiNy04M2I0LWUzZWEwNGZkMzQ2Yw.pdf,http://regnskaber.virk.dk/93446172/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2MyL2Y2L2UxL2JjMTctNGI1Mi05Yzc4LWUxY2NmMGJkZTlhOA.xml,,,kast,7430.0,2.0,Vestergade,Herning,7400.0,tv,"Fuglsang AllÃ© 7, 1.","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-27,27164439.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Rimfors Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ruben RÃ¦rup Rimfors,Ruben RÃ¦rup Rimfors,Handelsbanken,Rimfors Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,A/S,Nielpryde Scandinavian A/S,Herning,2015-09-30,2014-10-01,20.0,2015-11-20,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21672086,indberetninger-20180424,2.5124211,27164439.0,,2018-03-30T16:16:18.633Z,2015-11-27T13:32:48.034Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-49-AT,2015-11-27T13:32:48.200Z,,173572.0,,,,,,,,,,,,,,,,,,,,,
