entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,CurrentTaxExpense,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherInterestExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
35818065,2016-01-01,2016-01-01,c696,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,50000.0,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818065,2016-01-01,2016-01-01,c717,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,28268.0,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818065,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,2050619.0,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818065,2016-01-01,2016-12-31,c54,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,4.0,428164.0,1741190.0,179646.0,3897174.0,37500.0,253728.0,23425.0,1474092.0,1902256.0,428164.0,,,,,,,,,,,,,,,,,,,,,
35818065,2016-01-01,2016-12-31,c56,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
35818065,2016-01-01,2016-12-31,c69,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,1474092.0,,,,,,,,,,,,,,,,,,,,,,,
35818065,2016-12-31,2016-12-31,c70,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,1552360.0,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,,,,7056085.0,498074.0,50000.0,7056085.0,22496.0,3666223.0,7056085.0,5503725.0,1305863.0,288236.0,183625.0,2360360.0,0.0,1502360.0,1665964.0,5503725.0,1883906.0,2891788.0,428164.0,1237455.0,2685667.0
35818065,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,7.0,1128204.0,2974224.0,1160276.0,9487497.0,41660.0,1445585.0,191239.0,3939484.0,5067688.0,1128204.0,,,,,,,,,,,,,,,,,,,,,
35818065,2017-01-01,2017-12-31,c1963,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818065,2017-01-01,2017-12-31,c55,,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzYxLzNmL2IwLzgwZTAtNGRlZS1hYWY5LWQ1OTZmYTFjODQ0Yg.pdf,http://regnskaber.virk.dk/56081853/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2VhLzBlLzc0LzUzZWMtNDRhZS05NzlmLTExOWJkM2Q1Y2JmZg.xml,Danmark,Aalborg SV,9200.0,2.0,Voergaardvej,Silkeborg,8600.0,32 1. TH.,Papirfabrikken,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-05-20,2018-05-23,Statsaut. revisor,,32895468.0,35818065.0,mne33207,Ãrsrapport,Thomas Skou Jacobsen,Martin Buus NÃ¸rgaard,Martin Buus NÃ¸rgaard,Beierholm,TÃ¶jfabrik ApS,Beierholm,Silkeborg,2016-01-01,2016-12-31,Silkeborg,2017-12-31,2017-01-01,2018-05-20,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:25521848,indberetninger-20180424,2.5124327999999996,35818065.0,AWOOQqhlx8uVRSOdgw9Z,2018-05-23T18:28:46.885Z,2018-05-23T18:28:41.946Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-36-DC,2018-05-23T18:28:42.128Z,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,
