entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsOfProfitFromGroupEnterprisesAfterTax,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DividendPaidCashFlow,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitOnRealisationsOfFixedAssets,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SaleOfOtherCompany,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NetIncreaseDecreaseInCashAndCashEquivalents,Assets,CashAndCashEquivalents,ContributedCapital,ContributedCapitalInArrears,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,CashAndCashEquivalentsConcerningCashflowStatement,NameAndSurnameOfMemberOfExecutiveBoard
25139097,2013-01-01,2013-12-31,ID_13,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",710000.0,12000.0,-1831000.0,-1831000.0,-1133000.0,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
25139097,2013-01-01,2013-12-31,ID_6,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,0.0,,,,,,,,,,,,,,,,,,,,
25139097,2013-12-31,2013-12-31,ID_15,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,1091000.0,89000.0,7094000.0,564000.0,789000.0,175000.0,302000.0,1091000.0,916000.0,302000.0,136000.0,302000.0,-6093000.0,-826000.0,916000.0,715000.0,201000.0,700000.0,,
25139097,2013-12-31,2013-12-31,ID_9,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,0.0,
25139097,2014-01-01,2014-01-01,ID_7,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,89514.0,
25139097,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
25139097,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
25139097,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
25139097,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",,,,,,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
25139097,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2E2LzI3Lzg0LzhjNTYtNDJmMS04NDQxLWZiZTMyOTM2MTdhMw.pdf,http://regnskaber.virk.dk/79093152/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzQyL2YwLzYxLzYxZDQtNDMxNy05NmNjLWUxZjUxYWNlNWM4Ng.xml,"4700, NÃ¦stved",Farvergade 9B,Til kapitalejerne i K/S PONNEQUIN WINDSOURCE INVEST III:,41303.0,0.0,349018.0,-254244.0,Regnskabsklasse B,2015-05-07,1999-12-30,2015-06-18,819755.0,0.0,25139097.0,20658231.0,Ãrsrapport,Johannes Kromann Bie,Komplementarselskabet WindSource Invest III ApS,K/S PONNEQUIN WINDSOURCE INVEST III,"ENGELSTED PETERSEN, Engelsted Petersen",41303.0,0.0,-877493.0,-876140.0,-834837.0,155203.0,"607, Fredericia",2014-12-31,2014-01-01,349018.0,2015-05-07,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5558159,indberetninger-20180424,2.5124327999999996,25139097.0,,2018-03-30T22:44:04.868Z,2015-06-19T09:43:52.263Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-95-YD,2015-06-19T09:43:52.321Z,,,,,,,,,,,,,,,,,,,,,
