entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
36454245,2014-12-04,2015-12-03,c1,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,4026.0,7974.0,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,6118.0,7974.0,7974.0,2016-12-03,2015-12-04,12000.0,1856.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2014-12-04,2015-12-03,c3,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,0.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2014-12-04,2015-12-03,c5,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,0.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2014-12-04,2015-12-03,c7,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,6118.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2015-12-03,2015-12-03,c9,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,19752.0,6864.0,0.0,10000.0,6864.0,17896.0,0.0,0.0,0.0,0.0,0.0,19752.0,1856.0,12888.0,12888.0,1856.0,1856.0,0.0,12888.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36454245,2015-12-04,2016-12-03,c0,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,6050.0,5950.0,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,4652.0,5950.0,5950.0,2016-12-03,2015-12-04,12000.0,1298.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2015-12-04,2016-12-03,c2,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,0.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2015-12-04,2016-12-03,c4,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,0.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2015-12-04,2016-12-03,c6,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,4652.0,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36454245,2016-12-03,2016-12-03,c8,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzQwL2Y0LzkyL2UxZDQtNDViYS1hNTFmLWIwMWMzYTA3MGI4Mw.xhtml,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzczLzExLzg2LzZhZmQtNGNmMS1hODg4LWQ3NjQ3ZWNhZDYzZg.pdf,http://regnskaber.virk.dk/54245463/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2NiLzA3LzhkL2E0ZDQtNDI0MS04ZDE4LTE4ZmRiZDRjNzQ5NA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,25.0,Lyngby Hovedgade,KÃ¸benhavn N,2200.0,"3, 2 tv",Fafnersgade,2200.0,"Fafnersgade 3, 2. tv.","Regnskabsklasse B, mikrovirksomhed",2017-04-23,0.0,0.0,,,36454245.0,0.0,0.0,Ãrsrapport,Mads Clausen,Danske Bank,2200 HOLDING IVS,Mads Clausen,0.0,0.0,2014-12-04,2015-12-03,,,,2016-12-03,2015-12-04,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23749039,indberetninger-20180424,2.5953592999999997,36454245.0,,2018-03-27T15:14:46.976Z,2017-04-23T09:59:42.875Z,regnskab,0.0,,2016-12-03,2015-12-04,X17-AG-65-QB,2017-04-23T09:59:43.036Z,27060.0,10810.0,0.0,10000.0,10810.0,25762.0,0.0,0.0,0.0,0.0,0.0,27060.0,1298.0,16250.0,16250.0,1298.0,1298.0,0.0,16250.0,11110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
