entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToInvestments,ImpairmentLossesOfInvestments,IncreaseDecreaseOfInvestmentsThroughTransfers,TransferImpairmentLossesAndAmortisationOfInvestments
34060002,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,-4056.0,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,1185007.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,-1189063.0,-1189063.0,-4056.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,0.0,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060002,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,-1189063.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060002,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,19744.0,137.0,81000.0,19606.0,-1159308.0,19744.0,1179052.0,1.0,1.0,0.0,1.0,-1240308.0,1179052.0,1171552.0,19606.0,0.0,0.0,0.0,0.0,,,,,,,,
34060002,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,81000.0,,,,,,,,,,,,,,,,,,,,,,
34060002,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,-1240308.0,,,,,,,,,,,,,,,,,,,,,,
34060002,2018-01-01,2018-01-01,c556,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,1185007.0,1185008.0,,,,,,
34060002,2018-01-01,2018-01-01,c568,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
34060002,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,-1886.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,-4515.0,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,50000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,-52629.0,-54515.0,-4515.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,-1886.0,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
34060002,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,-52629.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060002,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2I5L2RmL2FjL2Q2Y2EtNDk0My05MWQ3LTQ0OWE0ODhhZjk2Mw.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzAyLzIxL2I1L2FmZjgtNGNjYi05ZDk4LTRhNDU0OGFjNjQ0OA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,c/o Torkil Poulsen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i JOEMMA Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2011-11-30,2019-05-30,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JOEMMA Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2017-01-01,2017-12-31,-52629.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,false,2019-05-30,Odense,,urn:ofk:oid:27440775,indberetninger-20180424,2.5097437,34060002.0,AWsxLDsVRYGX6_YTIiIg,2019-06-07T09:02:20.111Z,2019-06-07T09:01:50.261Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-52-BN,2019-06-07T09:01:50.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
