entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentLossesOfInvestments,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
34060002,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-599.0,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,-2725.0,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,-2126.0,-2725.0,-2725.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,-599.0,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,,
34060002,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,-2126.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,,
34060002,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,1205807.0,1193.0,81000.0,19606.0,29755.0,1205807.0,1176052.0,1185008.0,1185008.0,1185008.0,7500.0,-51245.0,1176052.0,1168552.0,19606.0,,,
34060002,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,81000.0,,,,,,,,,,,,,
34060002,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,-51245.0,,,,,,,,,,,,,
34060002,2017-01-01,2017-01-01,c551,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,1185008.0,,
34060002,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,-4056.0,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,1185007.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,-1189063.0,-1189063.0,-4056.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,0.0,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
34060002,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,-1189063.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,,
34060002,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,-1189063.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,,
34060002,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzRjL2RlL2M4LzAyYmMtNDEyYi05ODAzLWU5MjBiOTIzYzE3YQ.pdf,http://regnskaber.virk.dk/20006043/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc5LzQwLzRiLzllZGItNGJhOS05ZGE3LWE4ZmZmNTI1MGVkMA.xml,true,1185007.0,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Korup Ãbakke 3,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i JOEMMA Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,2011-11-30,2018-06-07,Statsautoriseret revisor,,20222670.0,34060002.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JOEMMA Holding ApS.,1185007.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Torkil Ley Poulsen,Torkil Ley Poulsen,JOEMMA Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-12-31,2017-01-01,false,2018-06-07,Kolding,,urn:ofk:oid:25745163,indberetninger-20180424,2.5097508,34060002.0,AWPZi6yR0wkEsASktgIW,2018-06-07T09:20:34.696Z,2018-06-07T09:19:56.303Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-FM,2018-06-07T09:19:56.574Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
