entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,OtherFinanceExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredPatents,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermReceivables,ShorttermInvestmentsInAssociates,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,InformationOnSignatureOfAuditors,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
29802556,2014-01-01,2014-12-31,ctx12,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,-6250.0,2016-05-31,2016-05-31,statsautoriseret revisor,0.0,-6250.0,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",0.0,-6250.0,Greve den 31. maj 2016,-5338.0,-5338.0,912.0,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
29802556,2014-01-01,2014-12-31,ctx14,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,-5338.0,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
29802556,2014-12-31,2014-12-31,ctx16,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,92250.0,92250.0,81350.0,125000.0,86000.0,92250.0,6250.0,0.0,-39000.0,0.0,2014.0,6250.0,6250.0,10900.0,,,
29802556,2015-01-01,2015-12-31,ctx1,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,-6250.0,2016-05-31,2016-05-31,statsautoriseret revisor,0.0,-6250.0,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",0.0,-6250.0,Greve den 31. maj 2016,-6040.0,-6040.0,210.0,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,KÃ¸benhavn,,
29802556,2015-01-01,2015-12-31,ctx10,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,Statsautoriseret Revisionsanpartsselskab,
29802556,2015-01-01,2015-12-31,ctx11,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
29802556,2015-01-01,2015-12-31,ctx13,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,-6040.0,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
29802556,2015-01-01,2015-12-31,ctx2,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
29802556,2015-01-01,2015-12-31,ctx3,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,Peter Philip Tetzlaff
29802556,2015-01-01,2015-12-31,ctx4,,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM4Lzk3LzI4LzVlNTQtNDkxMy05ODVjLTQ1MTk3MTMzYWIyMQ.pdf,http://regnskaber.virk.dk/65520892/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzc0LzFlLzcxLzJlZWUtNDRkNS1hMTA1LWRlOTFiZjJmMTFlZA.xml,2670 Greve,Korskildemark 4,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,,2016-05-31,2016-05-31,statsautoriseret revisor,,,34213798.0,29802556.0,33883889.0,Vi har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementaranpartsselskabet Wind Partner 32 ApS.,Ãrsrapport,Jahn Thorup,Peter Tetzlaff,Den uafhÃ¦ngige revisors erklÃ¦ringer,Komplementaranpartsselskabet Wind Partner 32 ApS,XBRL Takeoff,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015  -  31. december 2015 er  i overensstemmelse med Ã¥rsregnskabsloven.",,,Greve den 31. maj 2016,,,,Hjemstedskommune: Greve,2015-12-31,2015-01-01,Til kapitalejerne i Komplementaranpartsselskabet Wind Partner 32 ApS,RevisionspÃ¥tegning,urn:ofk:oid:22657490,indberetninger-20180424,2.5097342,29802556.0,,2018-03-29T04:20:25.577Z,2016-06-10T05:37:07.499Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-08-YW,2016-06-10T05:37:07.613Z,,,,,,,,,,,,,,,,,
