entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables
25512448,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,-200815.0,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,-200815.0,-200815.0,-200815.0,2016-12-31,2016-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,,,,,,,,,,
25512448,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,-200815.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,,,,,,,,,,
25512448,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,1503151.0,500000.0,1503151.0,-27680326.0,1503151.0,29183477.0,25584794.0,2106600.0,-30286926.0,3598683.0,29183477.0,1503151.0,1503151.0
25512448,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,-27680326.0,,,,,,,,,
25512448,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,500000.0,,,,,,,,,
25512448,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,-30286926.0,,,,,,,,,
25512448,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,2106600.0,,,,,,,,,
25512448,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,0.0,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,,,,,,,,,,
25512448,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,,,,,,,,,,
25512448,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRjL2VjL2VlLzc2MDktNGZhYS1hMDI2LTYwMzIyOTkyNTNkMQ.xhtml,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2VmLzA5LzE0LzlmN2MtNDcxYS04YTU5LWY2ZTZkYzVjZDM1ZA.pdf,http://regnskaber.virk.dk/84421552/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2IwL2FjLzU0LzQ5NmItNDdmOS1iYjIzLTIwZGI5OWU1YzA0NA.xml,true,Risskov,8240.0,43.0,Solmarksvej,8240 Risskov,Solmarksvej 43,Regnskabsklasse B,2017-01-01,2017-01-01,,25512448.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Bjarne Bertelsen,EJENDOMSSELSKABET PROPERTY ApS,Bjarne Bertelsen,Risskov,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23350023,indberetninger-20180424,2.5946872,25512448.0,,2018-03-27T09:53:32.418Z,2017-01-01T07:41:42.611Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-17-AX,2017-01-01T07:41:42.830Z,,,,,,,,,,,,,
