entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
31270871,2012-07-01,2012-07-01,c235,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,-2898386.0,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,2898386.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2012-07-01,c398,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2012-07-01,c416,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,-110293.0,,,,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2013-06-30,c120,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,24819.0,,,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2013-06-30,c236,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,,-25199.0,53379.0,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,24819.0,,,-3384.0,28180.0,23.0,24819.0,-3384.0,,,,,,,,,,,,,
31270871,2012-07-01,2013-06-30,c369,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,0.0,,,,,,,,,,,,,,,,,,,,
31270871,2012-07-01,2013-06-30,c417,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,24819.0,,,,,,,,,,,,,,,,,,,,
31270871,2013-06-30,2013-06-30,c237,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,-2870206.0,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,2898386.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,,,,,,,,,,28180.0,,,,,,,,,,,,
31270871,2013-06-30,2013-06-30,c394,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8vcGRmcy8zMTI3MDg3MTtBcFM0MjczNTA7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/17807213/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDE0MTExOV8wNzU0NTRfMjgx.xml,,RingkÃ¸bing,6950.0,297.0,Lodbergsvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-12,2014-11-12,2008-02-13,2014-11-14,31270871.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Knud Gods Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,Knud Gods Holding ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",RingkÃ¸bing,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,HGT Holding A/S,Herning,2014-06-30,2013-07-01,29.0,2014-11-12,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19352417,indberetninger-20180424,2.5095992000000003,31270871.0,,2018-03-31T22:39:25.382Z,2014-11-19T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.402,2014-11-19T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,
