entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AmortisationOfIntangibleAssets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,DepreciationOfPropertyPlantAndEquipment
34452660,2013-09-01,2014-08-31,c1,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,-39930.0,229.0,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,-56118.0,Statsautoriseret revisor,-95311.0,360321.0,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,-46130.0,216.0,Aarhus,123277.0,162978.0,208892.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,-39701.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34452660,2013-09-01,2014-08-31,c30,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,123277.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34452660,2014-08-31,2014-08-31,c4,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,1437977.0,195884.0,80000.0,342073.0,27561.0,7548.0,-23410.0,621560.0,19344.0,19344.0,1437977.0,1461387.0,0.0,0.0,1392397.0,1392397.0,1095904.0,68990.0,10736.0,455000.0,1076560.0,0.0,0.0,-103410.0,68990.0,0.0,146189.0,0.0,100344.0,,,,,,
34452660,2014-09-01,2014-09-01,c137,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34452660,2014-09-01,2014-09-01,c158,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,-103410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34452660,2014-09-01,2014-09-01,c65,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5656.0,25000.0,,,,
34452660,2014-09-01,2014-09-01,c85,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000.0,600000.0,,
34452660,2014-09-01,2014-09-01,c88,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53440.0,675000.0,,
34452660,2014-09-01,2015-08-31,c0,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,-33024.0,349.0,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,-97321.0,Statsautoriseret revisor,-147238.0,429952.0,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,-44960.0,95.0,Aarhus,107853.0,140528.0,185393.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,-32675.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
34452660,2014-09-01,2015-08-31,c117,,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzA1LzJmL2I5LzZiOTMtNGY2Yy04MzQyLWU1ZDRiMmFlMTZmZA.pdf,http://regnskaber.virk.dk/06625443/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhlL2FjLzdjLzg5ZGMtNDdjNC05ZDI4LTE3ZDQxOTA1YjFlYQ.xml,1.0,40000.0,Herning,7400.0,30.0,Birk Centerpark,8200  Aarhus N,Dronning Margrethes Vej 5 2 tv,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Kemali ApS,,,3573.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. august 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. september 2014 - 31. august 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-18,2012-03-03,2016-01-18,,Statsautoriseret revisor,,,20222670.0,34452660.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. september 2014 - 31. august 2015 for Kemali ApS.,Ãrsrapport,40000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Peter KjÃ¦r Samsing,Peter KjÃ¦r Samsing,Kemali ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-08-31,2014-09-01,2016-01-18,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21901739,indberetninger-20180424,2.5124211,34452660.0,,2018-03-28T16:34:42.708Z,2016-01-19T11:56:56.592Z,regnskab,0.0,,2015-08-31,2014-09-01,X16-AN-71-CZ,2016-01-19T11:56:56.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
