entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
30003322,2015-06-01,2016-05-31,c347,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,10000.0,3000.0,Statsautoriseret revisor,168000.0,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,12000.0,0.0,Fredericia,2015-06-01,2016-05-31,146000.0,146000.0,158000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,0.0,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,,
30003322,2015-06-01,2016-05-31,c368,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,146000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,,
30003322,2016-05-31,2016-05-31,c398,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,32000.0,19000.0,125000.0,-38000.0,13000.0,32000.0,70000.0,21000.0,21000.0,13000.0,1.0,49000.0,13000.0,-163000.0,0.0,49000.0,0.0,0.0,,,,
30003322,2016-06-01,2016-06-01,c401,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,125000.0,,,,,,,,,,,,,,,,,,
30003322,2016-06-01,2016-06-01,c428,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,-163505.0,,,,,,,,,,,,,,,,,,
30003322,2016-06-01,2016-06-01,c628,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,2250.0,15000.0,,
30003322,2016-06-01,2017-05-31,c0,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,10126.0,3000.0,Statsautoriseret revisor,92374.0,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,2414.0,4728.0,Fredericia,2015-06-01,2016-05-31,84562.0,84562.0,82248.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,0.0,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30003322,2016-06-01,2017-05-31,c2,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,,
30003322,2016-06-01,2017-05-31,c367,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,84562.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,,
30003322,2016-06-01,2017-05-31,c42,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YzL2JmLzk4L2VlNzktNDZjMC04MjIzLTBhOTNiZDg3MjE1YQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzYwLzJlL2Q2L2RhMWUtNDRkNS04MmVmLWNlN2VlNTRiNTA1Yg.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2006-11-16,2017-11-28,,3000.0,Statsautoriseret revisor,,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-06-01,2016-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-05-31,2016-06-01,true,2017-11-24,Kolding,,urn:ofk:oid:24748847,indberetninger-20180424,2.5122902000000003,30003322.0,,2018-03-27T20:45:22.884Z,2017-11-28T13:58:52.961Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BH-63-DR,2017-11-28T13:58:53.179Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
