entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameOfAuditFirm
30003322,2014-06-01,2015-05-31,c110,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,60000.0,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,,,,,,,,,,,,,,
30003322,2014-06-01,2015-05-31,c90,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,60000.0,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,20000.0,102000.0,22000.0,60000.0,82000.0,0.0,,,,,,,,,,,,,,,,,,
30003322,2015-05-31,2015-05-31,c112,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,24000.0,7000.0,125000.0,24000.0,-184000.0,0.0,24000.0,208000.0,151000.0,151000.0,0.0,57000.0,0.0,-309000.0,57000.0,17000.0,17000.0,
30003322,2015-06-01,2015-06-01,c252,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,125000.0,,,,,,,,,,,,,
30003322,2015-06-01,2015-06-01,c273,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,-309159.0,,,,,,,,,,,,,
30003322,2015-06-01,2015-06-01,c305,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,,,,,,151483.0,,,,,,,,
30003322,2015-06-01,2016-05-31,c0,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,145654.0,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,10581.0,167567.0,11332.0,145654.0,156986.0,0.0,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
30003322,2015-06-01,2016-05-31,c1,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,,,,,,,,,,,,,,
30003322,2015-06-01,2016-05-31,c109,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,145654.0,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,,,,,,,,,,,,,,
30003322,2015-06-01,2016-05-31,c196,,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2M3Lzg2L2E2LzgyL2ZiMWItNGNmOS1hNDYzLThmZjUzZWQ1ZTExNQ.pdf,http://regnskaber.virk.dk/22330003/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2I5LzNjLzBjLzcyMmUtNDdjOC04YzdjLTdmMWVjYzJhMmNmYw.xml,1.0,2250.0,15000.0,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,LillenÃ¦s 81,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Zinther Tech Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-27,2006-11-16,2016-10-27,2250.0,Statsautoriseret revisor,20222670.0,30003322.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juni 2015 - 31. maj 2016 for Zinther Tech Consult ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Morten Zinther,Morten Zinther,Zinther Tech Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Fredericia,,15000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-05-31,2015-06-01,2016-10-27,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23093786,indberetninger-20180424,2.5124211,30003322.0,,2018-03-28T18:21:29.102Z,2016-10-27T11:38:42.821Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-08-NS,2016-10-27T11:38:43.015Z,,,,,,,,,,,,,,,,,,,,,,,,
