entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
36023775,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",875250.0,903653.0,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,1830.0,Fredericia,2016-10-01,2017-09-30,20328.0,26573.0,28403.0,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,6245.0,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,,,,,,,,,,,,,,,,,,,,,
36023775,2017-09-30,2017-09-30,c11,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,740291.0,440780.0,14499.0,50000.0,740291.0,400431.0,160220.0,740291.0,336670.0,160220.0,191712.0,8750.0,0.0,3190.0,3190.0,350431.0,336670.0,139291.0,42680.0,45253.0,102278.0,70789.0,,,,
36023775,2017-10-01,2017-10-01,c12,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,
36023775,2017-10-01,2017-10-01,c13,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,350431.0,,,,,,,,,,,,,,,,,,,,
36023775,2017-10-01,2017-10-01,c14,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
36023775,2017-10-01,2017-10-01,c15,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,400431.0,,,,,,,,,,,,,,,,,,,,
36023775,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",516601.0,675418.0,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,1460.0,Fredericia,2016-10-01,2017-09-30,122111.0,157357.0,158817.0,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,35246.0,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,,,,,,,,,,,,,,,,,,-155100.0,,,
36023775,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,,,,,,,,,,,,,,,,,,,14119507.0,MP REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB,
36023775,2017-10-01,2018-09-30,c16,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,-152989.0,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
36023775,2017-10-01,2018-09-30,c17,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzA0L2IwL2YxLzNiMTgtNDUzNy1iYmFmLTNmM2FiY2I1YjNlNg.xhtml,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2VlLzI3LzhmLzI4ZjEtNDZjNS05M2Q4LTNiYWFmYzhmY2M2MA.pdf,http://regnskaber.virk.dk/57732063/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzIxL2NkLzBiLzhjOGEtNDE3YS1hZGZiLWVhYmRlMzQxMGRhNA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,Vejle,7100.0,32.0,Enghavevej,Fredericia,7000.0,"111, st",RÃ¸de Banke,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Gandrups AV Teknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-12-10,2018-12-13,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har en huslejeforpligtelse pÃ¥ i alt kr. 17.500 i uopsigelighedsperioden.</p>",,,36023775.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Brian Hansen,Jyske Bank,GANDRUPS AV TEKNIK ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,,Fredericia,2016-10-01,2017-09-30,275100.0,,,2018-09-30,2017-10-01,true,false,2018-12-10,Fredericia,,75921510.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26455617,indberetninger-20180424,2.5955529999999998,36023775.0,AWemyE-uet7j816DxZ2J,2018-12-13T08:57:36.725Z,2018-12-13T08:56:43.838Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EM-11-RS,2018-12-13T08:56:44.030Z,,,,,,,,,,,,,,,,,,,,,,,-155100.0,,,
