entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables
26650194,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
26650194,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,298625.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
26650194,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,1308386.0,,,,,,,,,,,,,,,,
26650194,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,1308386.0,1308386.0,1308386.0,1308386.0,,,,,,,,,,,,,
26650194,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,1308386.0,,,,,,,,,,,,,,,,
26650194,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,1732011.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,2264208.0,459010.0,125000.0,2264208.0,2264208.0,532197.0,10749.0,1607011.0,532197.0,1805198.0,1435198.0,521448.0,370000.0
26650194,2016-12-31,2016-12-31,c722,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
26650194,2016-12-31,2016-12-31,c743,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,1607011.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
26650194,2017-01-01,2017-01-01,c181,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
26650194,2017-01-01,2017-01-01,c199,,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2QxLzhhL2M3L2E5OWQtNDVlMS1iZDIzLTZkZGQwNzI5Y2U5NQ.pdf,http://regnskaber.virk.dk/49105662/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzM4L2FkLzg3LzkwZjEtNGZkNy1iZTliLTkxM2JhN2U5YjZjYg.xml,Danmark,Fredericia,7000.0,60.0,Ryes Plads   Prinsessegade,Horsens,8700.0,42.0,JulsvÃ¦nget,"7000, Fredericia","Ryes Plads   Prinsessegade, 60",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-06,2018-03-06,2018-04-19,statsautoriseret revisor,Direkte omkostninger omfatter leje af materiel.,Andre eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,1607011.0,25492145.0,26650194.0,25492145.0,mne27866,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Thomas Christiansen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Thomas Christiansen,Thomas Christiansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Thomas Christiansen Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Horsens,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2017-12-31,2017-01-01,2018-03-06,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25373810,indberetninger-20180424,2.5095744,26650194.0,AWMSZmaIx8uVRSOdgFcH,2018-04-29T17:15:03.266Z,2018-04-29T17:14:46.208Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-WR,2018-04-29T17:14:46.728Z,,,,,,,,,,,,,,,,,
