entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
11763383,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,-2945444.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,-3084.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,2999128.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,-15125.0,2945444.0,177031.0,260982.0,3014270.0,15142.0,,,,,,,,,,,,,,,,,,,,,
11763383,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,66507831.0,173240.0,201000.0,627532.0,394298.0,62077314.0,66507831.0,4430517.0,65880299.0,61549878.0,65880299.0,4330421.0,59994.0,50600.0,60432379.0,1393335.0,4220257.0,4430517.0,210260.0,454292.0,
11763383,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,5785044.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,-16514.0,5592740.0,176396.0,444418.0,5844248.0,59204.0,,,,,,,,,,,,,,,,,,,,,
11763383,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,-140604.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Ib Jensen
11763383,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U4LzBjL2QwLzY1ZTgtNGRlNS1iMzE4LTEzMDM4YjhjODZkNQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2JmLzFhLzU2LzhhOTctNGVlNy1hNDg4LTc2ZjRhMGNkZWM1Zg.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-01,2017-06-01,1987-11-19,2017-06-01,20833696.0,11763383.0,20833696.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24193293,indberetninger-20180424,2.5095978,11763383.0,,2018-03-29T09:47:42.818Z,2017-06-13T15:14:27.509Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-96-LG,2017-06-13T15:14:27.673Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
