entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
11763383,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,31975792.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,52900.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,32028692.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,0.0,-17750.0,180758.0,32239090.0,32040582.0,-17750.0,11890.0,,,,,,,,,,,,,,,,,,,,
11763383,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,98887667.0,22434727.0,201000.0,23653583.0,327076.0,98661495.0,98887667.0,226172.0,75234084.0,40000.0,75234084.0,75194084.0,0.0,891780.0,52900.0,98407595.0,226172.0,226172.0,1218856.0,
11763383,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,-3785544.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,275862.0,-63779.0,5532898.0,1019267.0,-4853272.0,-339641.0,-1067728.0,,,,,,,,,,,,,,,,,,,,
11763383,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,54000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,2000000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
11763383,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzQ3LzZlL2IyLzU5MDYtNDYwNi1iNDEyLTBiMDFiZmYzYWIzZQ.pdf,http://regnskaber.virk.dk/38336711/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2QzL2JmLzRjL2EwMmQtNDcyZi1hZGIyLTcyNDMyYzg5OGMwMA.xml,true,"SÃ¦by, 9300",GasvÃ¦rksvej 3,Til kapitalejerne i Resuma ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-01,2019-06-01,1987-11-19,2019-06-01,20833696.0,11763383.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Resuma ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Ib Jensen,Burholt Revision,Resuma ApS,Burholt Revision,ÃstervrÃ¥,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-01,SÃ¦by,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27545463,indberetninger-20180424,2.5097342,11763383.0,AWtwMPUZjptzAuyFinPH,2019-06-19T14:43:33.941Z,2019-06-19T14:43:04.062Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-75-CK,2019-06-19T14:43:04.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
