entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid,ValueAdjustmentsOfEquity
31948967,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,0.0,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,0.0,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,0.0,0.0,0.0,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,,
31948967,2016-09-30,2016-09-30,c5,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,31960.0,0.0,50000.0,31960.0,-1268600.0,31960.0,1300560.0,7000.0,0.0,-1318600.0,1300560.0,1293560.0,31960.0,31960.0,,
31948967,2016-10-01,2016-10-01,c6,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,50000.0,,,,,,,,,,,
31948967,2016-10-01,2016-10-01,c7,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,-1318600.0,,,,,,,,,,,
31948967,2016-10-01,2016-10-01,c8,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,-1268600.0,,,,,,,,,,,
31948967,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,52840.0,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,7.0,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,41210.0,52833.0,52840.0,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",11623.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,0.0,1200000.0
31948967,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,,
31948967,2016-10-01,2017-09-30,c10,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,41210.0,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,0.0,1200000.0
31948967,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,41210.0,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,,
31948967,2016-10-01,2017-09-30,c9,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzE4LzY4LzYxL2ZmYzYtNDFmMC1hM2JmLWI1NzdhNWJlYzE3NA.xhtml,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2I2LzNhL2VhLzUxM2YtNDY1My1hMTgwLWI1ZDRjNzEyM2VkNg.pdf,http://regnskaber.virk.dk/76984913/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzhhL2FjLzQ2L2UwNDgtNGQwMC1iYWFhLTkzMDUyZTUzMjhlMA.xml,true,VÃ¦rlÃ¸se,3500.0,9.0,Walgerholm,4000 Roskilde,RytterkÃ¦r 2,Regnskabsklasse B,2017-11-06,2017-11-06,,31948967.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Daniel Ploug Hansen,Daniel Ploug Hansen,Byens Vinduer ApS,Gertrud Nielsen,,VÃ¦rlÃ¸se,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Udover ovenstÃ¥ende har der ikke vÃ¦ret Ã¦ndringer i selskabets anpartskapital de seneste 5 Ã¥r.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24664646,indberetninger-20180424,2.59278,31948967.0,,2018-03-27T15:44:39.496Z,2017-11-06T09:17:43.707Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BE-26-UP,2017-11-06T09:17:43.911Z,,,,,,,,,,,,,,,0.0,0.0
