entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LandAndBuildings,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
19408280,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,55976.0,52024.0,19408280.0,591307.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,643331.0,643331.0,52024.0,3257983.0,2015-12-31,2015-01-01,108000.0,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,650000.0,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,-6669.0,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,12373178.0,654768.0,130000.0,722295.0,9877027.0,12373178.0,2496151.0,8392900.0,11650883.0,8392900.0,168890.0,3501.0,4407.0,650000.0,8928137.0,17151.0,67527.0,63120.0,13650.0,
19408280,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,64094.0,21406.0,19408280.0,850111.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,871517.0,871517.0,21406.0,3257983.0,2015-12-31,2015-01-01,85500.0,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,Svend Jakobsen
19408280,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,Inger Jakobsen
19408280,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,1000000.0,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,-128483.0,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,,,,,,,,,,,,,,,,,,,,
19408280,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I4LzI5L2UzLzBjODItNGFmNi1iYzY1LWE1Y2E5ZDMxY2U0ZA.xhtml,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzIzLzYyLzBmLzA5NzUtNDljNi1iODMyLWI2YjZjZmExOWM2Mg.pdf,http://regnskaber.virk.dk/08280491/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2JmLzgyLzU1L2RmOGUtNGIwZS05ODAzLTVhMmI2OTg4ZmUwYg.xml,Danmark,DK,Kolding,6000.0,14.0,Jernbanegade,KÃ¸benhavn S,2300.0,"4, 7 th",Axel Heides Gade,2000 Frederiksberg,C. N. Petersens Vej 25,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,2016-02-11,,,19408280.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3257983.0,2479000.0,2479000.0,Svend Jakobsen,Sydbank,E-BUSINESS-TRAINING.DK ApS,Stig Larsen,KÃ¸benhavn,2014-01-01,2014-12-31,,,,3257983.0,2015-12-31,2015-01-01,,0.0,false,Ingen bistand,urn:ofk:oid:21984440,indberetninger-20180424,2.59262,19408280.0,,2018-03-28T19:56:22.573Z,2016-02-12T13:21:49.818Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-15-HJ,2016-02-12T13:21:50.052Z,10111868.0,4879874.0,130000.0,5187248.0,10098544.0,10111868.0,13324.0,4924620.0,4924620.0,4924620.0,168890.0,3501.0,3840.0,1000000.0,8799654.0,13324.0,307374.0,303534.0,9823.0,
