entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,FixturesFittingsToolsAndEquipment,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermInvestmentsInGroupEnterprises,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherLongtermInvestments,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermPayablesToGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
29922470,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,0.0,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,24.0,1632273.0,89025.0,Charlottenlund,2014-01-01,2014-12-31,-95001.0,-95001.0,-95025.0,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,0.0,false,Ingen bistand,6000.0,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,200000.0,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,0.0,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,-295001.0,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,2571405.0,1801338.0,125000.0,2571405.0,2562009.0,2571405.0,9396.0,0.0,0.0,9396.0,766193.0,200000.0,2237009.0,9396.0,770067.0
29922470,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,0.0,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,4514.0,1632273.0,37974.0,Charlottenlund,2014-01-01,2014-12-31,-124403.0,-128548.0,-49974.0,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,-4145.0,false,Ingen bistand,12000.0,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,300000.0,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,-424403.0,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,,,,,,,,,,,,,,,
29922470,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI5LzdmLzEzLzY3MmYtNDU2Zi1hZDgyLTg0NTJlZjEzYjhkMg.xhtml,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2RmLzBiLzkwLzE5ZWItNGM5Ni1iMTcwLWIzNGNiZGFhNmY3OQ.pdf,http://regnskaber.virk.dk/07422992/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzhmL2VjLzFjL2NlZDctNDUwOS05NzQ3LTBkMzE5MWU0ZjE4Yg.xml,Charlottenlund,2920.0,"4, 2",EjgÃ¥rdsparken,2950 VedbÃ¦k,Flintemarken 79,Regnskabsklasse B,2016-03-17,2016-03-17,10000.0,,29922470.0,60195.0,0.0,-22893.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Stig Christian Skjoldager,Stig Christian Skjoldager,STIG CHRISTIAN SKJOLDAGER ApS,John Salberg,,1632273.0,,Charlottenlund,2014-01-01,2014-12-31,,,,10000.0,2015-12-31,2015-01-01,0.0,0.0,3874.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,false,Ingen bistand,,urn:ofk:oid:22123418,indberetninger-20180424,2.5949402000000004,29922470.0,,2018-03-29T05:44:08.995Z,2016-03-17T17:50:47.287Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-50-CX,2016-03-17T17:50:47.440Z,2263846.0,619311.0,125000.0,621573.0,2237606.0,2263846.0,26240.0,1632273.0,1642273.0,26240.0,2262.0,300000.0,1812606.0,26240.0,2262.0
