entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherLongtermPayables,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
34703949,2014-10-01,2015-09-30,c175,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,-77048.0,-63637.0,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,-13847.0,508.0,Haderslev,2413.0,2014-10-01,2015-09-30,-154024.0,-154024.0,-140685.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,3043.0,0.0,71592.0,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,,
34703949,2014-10-01,2015-09-30,c195,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,-154024.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,,
34703949,2015-09-30,2015-09-30,c172,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,22492.0,0.0,80000.0,-470379.0,11550.0,22492.0,492871.0,7500.0,464546.0,11550.0,7500.0,1.0,464546.0,7500.0,10565.0,2695.0,-550379.0,16121.0,1639.0,28325.0,3442.0,747.0,,
34703949,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,80000.0,,,,,,,,,,,,,,,,,,,,
34703949,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,-550379.0,,,,,,,,,,,,,,,,,,,,
34703949,2016-01-01,2016-09-30,c174,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,-5976.0,16765.0,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,-10806.0,0.0,Haderslev,0.0,2014-10-01,2015-09-30,-17.0,-17.0,10789.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,313.0,0.0,5663.0,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
34703949,2016-01-01,2016-09-30,c194,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,-17.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,,
34703949,2016-01-01,2016-09-30,c254,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,-17.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,,
34703949,2016-01-01,2016-09-30,c321,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
34703949,2016-01-01,2016-09-30,c637,,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiLzE4L2IzLzA5NDAtNDBkNy04NzkwLWViZDA1OTE1ZjM2OA.pdf,http://regnskaber.virk.dk/94930743/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzY3LzUwL2I5L2MyNzEtNDUwZC04NjZlLWRlYzljZTMwMGZhMw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6200 Aabenraa,Ramsherred 47 D,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Nempc ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-02-06,2012-09-14,2017-02-16,Statsautoriseret revisor,,,20222670.0,34703949.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 30. september 2016 for Nempc ApS.,Ãrsrapport,475103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Uffe Kullen ElbÃ¦k,Uffe Kullen ElbÃ¦k,Nempc ApS,BDO Statsautoriseret revisionsaktieselskab,,,Haderslev,,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2016-09-30,2016-01-01,true,2017-02-06,Haderslev,,,,urn:ofk:oid:23506302,indberetninger-20180424,2.5124211,34703949.0,,2018-03-27T17:06:19.338Z,2017-02-22T09:03:45.423Z,regnskab,0.0,,2016-09-30,2016-01-01,X17-AC-98-QK,2017-02-22T09:03:45.590Z,,,,,,,,,,,,,,,,,,,,,,,,
