entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
29637792,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,5000.0,Statsautoriseret revisor,727.0,25093.0,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,14.0,1896.0,Kastrup,2013-01-01,2013-12-31,13603.0,21248.0,19366.0,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,7645.0,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,13603.0,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,208293.0,57091.0,126000.0,151033.0,13781.0,0.0,9760.0,177148.0,7500.0,208293.0,31145.0,49760.0,40000.0,57260.0,4095.0,23984.0,968.0,7500.0,0.0,51148.0,4095.0,31145.0,89847.0,30000.0,7161.0,45098.0,
29637792,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,5000.0,Statsautoriseret revisor,24914.0,57783.0,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,1637.0,1533.0,Kastrup,2013-01-01,2013-12-31,20547.0,27765.0,27869.0,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,7218.0,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,"MA Revision, Statsautoriserede revisorer"
29637792,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,49900.0,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,-29353.0,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637792,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRhLzViLzZmLzA1NTMtNGZlMC1iMjNjLWExMTk4ZWIyNzBlYg.xhtml,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzIwL2NkLzg0Lzc3YmMtNGUxMC05ZDNlLTZkNWExOTk0MDc0OA.pdf,http://regnskaber.virk.dk/29773692/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzVkLzc3LzUyL2IzZTktNDNjMi1hMzc3LTU5MjZiNWIxMWNlZg.xml,Danmark,DK,KÃ¸benhavn Ã,2100.0,"7, st tv",Ragnagade,Kastrup,2770.0,392.0,Amager Strandvej,2100 KÃ¸benhavn Ã,"MA Revision, Ragnagade 7 st. tv.",Til Kapitalejerne i Eyemagic ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-30,2015-07-03,,Statsautoriseret revisor,,,25195671.0,29637792.0,1016485590.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Andersen,Ole Wind Andersen,Ole Wind Andersen,EYEMAGIC ApS,Michael Andersen,,,Kastrup,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-30,KÃ¸benhavn Ã,,40162407.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5644622,indberetninger-20180424,2.5955422,29637792.0,,2018-03-30T08:48:22.371Z,2015-07-03T10:05:14.323Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-41-QE,2015-07-03T10:05:14.392Z,349056.0,42493.0,126000.0,304604.0,6563.0,1164.0,1952.0,197695.0,2500.0,349056.0,151361.0,41952.0,40000.0,44452.0,4379.0,149946.0,40419.0,2500.0,49900.0,21795.0,4379.0,151361.0,257732.0,30433.0,1415.0,179153.0,
