entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises
33378904,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,492704.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,492704.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,-10312.0,500000.0,1969.0,10233.0,497952.0,-10312.0,5248.0,,,,,,,,,,,,,,,,,,,,
33378904,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,732142.0,335123.0,80000.0,538808.0,717142.0,732142.0,15000.0,193334.0,193334.0,193334.0,167310.0,15000.0,2375.0,0.0,637142.0,167310.0,15000.0,36375.0,34000.0,0.0
33378904,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,137315.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,-15152.0,194378.0,60707.0,3770.0,122289.0,-15152.0,-15026.0,,,,,,,,,,,,,,,,,,,,
33378904,2018-01-01,2018-12-31,c108,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,108000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2018-01-01,2018-12-31,c122,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,29315.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2018-01-01,2018-12-31,c71,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2018-01-01,2018-12-31,c88,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378904,2018-12-31,2018-12-31,c6,,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzdiL2QyLzcxL2VjOTItNGM0Mi1hNTFmLWQwNTlhMWViNTRhOA.pdf,http://regnskaber.virk.dk/40987333/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc3L2VkLzdkL2M5ZWQtNGQ1OC1iNzg1LTczY2M2YzY3YTMyYg.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Hellerup,2900.0,18.0,Ahlmanns Alle,"3400, HillerÃ¸d","Nordstensvej, 11",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-06,2019-03-06,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,34209936.0,33378904.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Blooming Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Mikkel Bansholt Oxfeldt,Carina Bansholt Oxfeldt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Blooming Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-06,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26828648,indberetninger-20180424,2.5097417999999996,33378904.0,AWl8sPx9RYGX6_YTF4Jx,2019-03-14T14:53:04.691Z,2019-03-14T14:52:47.250Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-61-DF,2019-03-14T14:52:47.401Z,,,,,,,,886364.0,481761.0,80000.0,730564.0,854457.0,886364.0,31907.0,155800.0,155800.0,155800.0,179840.0,31907.0,1108.0,108000.0,666457.0,179840.0,31907.0,68963.0,52000.0,15855.0
