entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermBillsOfExchangePayable,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
30345983,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,-4907304.0,739022.0,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,1604613.0,3312088.0,70528.0,Frederiksberg,2016-01-01,2016-12-31,-6776576.0,-7409842.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,2343635.0,false,2018-02-28,Frederiksberg,-633266.0,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,6776576.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,52012509.0,59638.0,125000.0,1253373.0,1025987.0,213689.0,5572877.0,50759136.0,52012509.0,46439632.0,213689.0,50759136.0,1005057.0,167748.0,50759136.0,5447877.0,45220886.0,46225943.0,0.0,1193735.0,0.0,,
30345983,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,7938213.0,1259013.0,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,1494692.0,682837.0,0.0,Frederiksberg,2016-01-01,2016-12-31,8514389.0,8514389.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,2753705.0,false,2018-02-28,Frederiksberg,0.0,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,Kim Nielsen,DirektÃ¸r
30345983,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,Hans Christian Melgaard,DirektÃ¸r
30345983,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,-8514389.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,,,,,,,,,,,,,,,,,,,,,,,
30345983,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzBkL2M0L2I1LzgzMGUtNGJkYy05OTM4LTAxZjVhZTFlYWU2Yg.pdf,http://regnskaber.virk.dk/38954303/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzZiL2I4LzhkLzY3MjgtNGU1Ny04YTY3LTdjMTY5ZjUxYmRjMQ.xml,true,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Dr. TvÃ¦rgade 8 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for perioden 1. januar 2017 - 31. december 2017.",2018-02-28,2018-02-28,2007-03-02,2018-02-28,,,30700228.0,30345983.0,30700228.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for perioden 1. januar 2017 - 31. december 2017 for Dr. TvÃ¦rgade 8 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Allan Lunde Pedersen, Ole Karstensen",Inge Leth,ERNST & YOUNG,Dr. TvÃ¦rgade 8 ApS,DEAS A/S,,,,Frederiksberg,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,,false,2018-02-28,Frederiksberg,,RevisionspÃ¥tegning,urn:ofk:oid:25180883,indberetninger-20180424,2.5097417999999996,30345983.0,,2018-04-04T06:51:59.436Z,2018-03-14T13:28:47.727Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-76-ZK,2018-03-14T13:28:47.873Z,61040865.0,1055110.0,125000.0,2343516.0,0.0,1044032.0,14087266.0,58697349.0,61040865.0,46953599.0,46426137.0,58697349.0,89103.0,262419.0,58697349.0,13962266.0,438359.0,527462.0,45382105.0,1288406.0,1025987.0,,
