entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,TaxExpense,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,RelatedEntityName,RelatedEntityRegisteredOffice,NameAndSurnameOfAuditor,NameOfAuditFirm,DescriptionOfAuditor,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
27328040,2011-01-01,2011-01-01,c78,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,-1554417.0,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,9795217.0,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27328040,2011-01-01,2011-01-01,c86,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,-3882203.0,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,3882203.0,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27328040,2011-01-01,2011-12-31,c58,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,-55042.0,5782801.0,-5837843.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
27328040,2011-01-01,2011-12-31,c74,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,-5837843.0,,,,,,,,,,,,,,,,,,,,,,,,
27328040,2011-12-31,2011-12-31,c75,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,8240800.0,1362360.0,0.0,-5207505.0,8240800.0,13448305.0,8240800.0,0.0,8240800.0,8240800.0,10112946.0,0.0,-6569865.0,13448305.0,3294378.0,0.0,40981.0,,,,,,
27328040,2011-12-31,2011-12-31,c82,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,-1554417.0,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,9795217.0,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,,,,8240800.0,,,,,,,,,,,,,,,,
27328040,2011-12-31,2011-12-31,c88,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,-3882203.0,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,3882203.0,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
27328040,2012-01-01,2012-01-01,c114,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,1362360.0,,,,,,,,,,,,,,,,,,,
27328040,2012-01-01,2012-01-01,c132,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,-6569864.0,,,,,,,,,,,,,,,,,,,
27328040,2012-01-01,2012-01-01,c77,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8vcGRmcy8yNzMyODA0MDtBcFMzMTgyNzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/04082372/Y3ZyLmRrOi8veGJybHMvWC03NjgwQjZFNC0yMDEzMDcwMl8wOTUyMzNfNzAz.xml,-1554416.0,Danmark,2000 Frederiksberg,"Nimbusparken 24, 2.",1172  KÃ¸benhavn K,"Krystalgade 7, 1.",2000 Frederiksberg,"Nimbusparken 24, 2.",Regnskabsklasse B,2013-06-26,2003-09-04,2013-06-26,29610835.0,27328040.0,29610835.0,Ãrsrapport,9795216.0,Christian Falkenberg Husum,Pollcast ApS,Athos Statsautoriseret Revisionsaktieselskab,1.0,1362360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2012-12-31,2012-01-01,2013-06-26,Frederiksberg,3345 1000,urn:ofk:oid:14848081,indberetninger-20180424,2.5124211,27328040.0,,2018-04-01T13:31:12.473Z,2013-07-02T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-72.185,2013-07-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
