entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables
30575695,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,100000.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,14369.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,-15550271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,-15550271.0,-15183933.0,380946.0,14608.0,380946.0,-15550271.0,-15183933.0,,,,,,,,,,,,,,,,,,,,
30575695,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,-15550271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,-15435902.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,13928187.0,152416.0,100000.0,13928187.0,13715000.0,13928187.0,29364089.0,16000000.0,19403169.0,3403169.0,13715000.0,20185.0,-15535902.0,9960920.0,271135.0,9610666.0,60771.0,8451.0,58934.0,52320.0
30575695,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,100000.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,-15535902.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2018-01-01,2018-01-01,c177,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,100000.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575695,2018-01-01,2018-01-01,c195,,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2E5LzRlL2FmLzBjYjYtNDM1Ny1iMWVmLWQ1MmZhNmYxMTc1OA.pdf,http://regnskaber.virk.dk/59657503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzY0Lzk1L2YzLzQ1MmUtNDlmMi1hYzFkLThkMGY5MWU1YjNiZA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,80.0,Ortenvej,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-06,2019-05-06,2019-05-22,statsautoriseret revisor,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,-15535902.0,32285201.0,30575695.0,32285201.0,mne24721,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2018 for Gjern Bakker K/S.,Ãrsrapport,743803.0,3186545.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Martin BÃ¸gh Jensen,Martin BÃ¸gh Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Gjern Bakker K/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-06,Esbjerg,76 11 44 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27210150,indberetninger-20180424,2.5097403999999996,30575695.0,AWrkGC2cRYGX6_YTH8bH,2019-05-23T09:50:03.990Z,2019-05-23T09:49:10.097Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-RC,2019-05-23T09:49:10.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
