entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
30277074,2015-07-01,2016-06-30,ID_12,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,25.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2015-07-01,2016-06-30,ID_13,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,158543.0,7842621.0,9045145.0,71715.0,751644.0,972266.0,1043981.0,220622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2015-07-01,2016-06-30,ID_15,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2015-07-01,2016-06-30,ID_17,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,-251644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2016-06-30,2016-06-30,ID_10,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,,,,,4396038.0,103017.0,400880.0,900000.0,3675013.0,26763.0,198633.0,2063016.0,360220.0,504724.0,350805.0,4396038.0,2333022.0,10000.0,721025.0,10000.0,1054335.0,31490.0,711025.0,500000.0,504724.0,663016.0,2333022.0,0.0,0.0,3067272.0,122360.0,1278687.0,2287146.0,,,
30277074,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,178705.0,7755037.0,8042486.0,95949.0,5944.0,12795.0,108744.0,6851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,25.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2016-07-01,2017-06-30,ID_14,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277074,2016-07-01,2017-06-30,ID_16,,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzE3LzJhLzcwLzc4NjQtNDkwNi1iNzM5LWVkZDAzMzM3Yjc2ZA.pdf,http://regnskaber.virk.dk/47077203/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzE2L2YzLzNkL2QxZTktNGFjYy04ZmU3LTQyYTViMWViODA0Mw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i TÃ¸mrerfirma Madsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-04,2017-10-04,2007-02-20,2017-10-16,17128973.0,30277074.0,17128973.0,mne11062,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TÃ¸mrerfirma Madsen A/S.,Ãrsrapport,JÃ¸rgen L. Hansen,Ulrik E. Madsen,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Nordfyns Bank A/S,TÃ¸mrerfirma Madsen A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",SÃ¸ndersÃ¸,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Nordfyns, 480",2017-06-30,2016-07-01,false,2017-10-04,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24668713,indberetninger-20180424,2.5095615,30277074,,2018-03-27T15:58:05.832Z,2017-11-07T07:00:44.350Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-69-ZG,2017-11-07T07:00:44.510Z,,,,,-5944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
