entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25936264,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,5000.0,25428.0,-24619.0,25936264.0,mne673,1004127790.0,7035.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,45000.0,270972.0,Hadsund,2017-01-01,2017-12-31,150136.0,203388.0,-29619.0,2018-12-31,2018-01-01,809.0,true,2019-05-30,RÃ¸dovre,53252.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,,
25936264,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,150136.0,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,,
25936264,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,1579753.0,385728.0,125000.0,1484354.0,1574248.0,1579753.0,5505.0,95399.0,95399.0,95399.0,1083162.0,3880.0,1449248.0,1083162.0,5505.0,15464.0,0.0,15464.0,1625.0,,
25936264,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,1449248.0,,,,,,,,,,,,,,,,
25936264,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,1574248.0,,,,,,,,,,,,,,,,
25936264,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,125000.0,,,,,,,,,,,,,,,,
25936264,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,5000.0,20835.0,-20354.0,25936264.0,mne673,1004127790.0,610.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,0.0,67058.0,Hadsund,2017-01-01,2017-12-31,32830.0,42314.0,-25354.0,2018-12-31,2018-01-01,481.0,true,2019-05-30,RÃ¸dovre,9484.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,,
25936264,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,63778710.0,JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB
25936264,2018-01-01,2018-12-31,c12,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,32830.0,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,,
25936264,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2E2LzYyL2ZkLzM4ZjUtNDJlYS05NmFmLThjOGVkYTA1NDdhMw.xhtml,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYyLzBhLzVmL2IwYTUtNDk1ZC04NTQ1LTAxZDAyYmMxNTJjZA.pdf,http://regnskaber.virk.dk/46263952/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI5L2UwL2UyL2Y0MTEtNDY2NC04ZDZkLWMxMjE2ODI1OGZkZg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,Hadsund,9560.0,20.0,Lyngbakken,2610.0,"EGEGÃRDSVEJ 39, 1 C",Til den daglige ledelse i Forfamm ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-30,2019-05-30,Registreret Revisor,,,,25936264.0,mne673,1004127790.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Joost,Andreas Munk-Madsen,Andreas Munk-Madsen,FORFAMM ApS,JOOST & PARTNER APS,,,Hadsund,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-30,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27359896,indberetninger-20180424,2.5927877,25936264.0,AWsSoMKoRYGX6_YTITY4,2019-06-01T10:41:03.088Z,2019-06-01T10:40:52.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-FE,2019-06-01T10:40:53.397Z,,,,,,,,,,,,,,,,,,,,,
